k	j	i	s	
10	97	6	-1.728723	
10	96	5	-0.493663	
10	96	4	-1.117941	
10	95	3	-3.163155	
10	95	2	-3.205376	
10	94	1	-1.652622	
9	94	9	3.166481	
9	93	8	-1.559755	
9	92	7	3.558583	
9	91	6	-1.032017	
9	91	5	-0.970233	
9	90	4	3.278371	
9	89	4	-1.342065	
9	89	3	-2.217523	
9	88	2	1.249724	
9	88	1	1.399552	
8	88	7	0.138919	
8	87	6	0.065967	
8	87	5	0.433809	
8	86	4	1.902554	
8	85	3	1.027411	
8	85	2	0.124484	
8	84	1	-1.445673	
7	84	9	4.521017	
7	83	9	5.929539	
7	82	8	5.070245	
7	81	7	6.283793	
7	80	6	5.245143	
7	79	6	5.277436	
7	78	5	5.353661	
7	77	4	2.681517	
7	77	3	1.166300	
7	76	2	3.329180	
7	76	1	2.122401	
6	76	8	0.710035	
6	75	7	-2.663649	
6	75	6	-3.831657	
6	74	5	0.314278	
6	74	4	-1.016321	
6	73	3	-4.635006	
6	73	2	-4.107784	
6	72	1	-12.429154	
5	72	14	-2.465306	
5	72	13	-4.801082	
5	71	12	-1.525580	
5	71	11	-1.728532	
5	70	10	-2.683676	
5	70	9	-2.994298	
5	69	8	-1.090962	
5	69	7	-1.286754	
5	68	6	-1.074233	
5	68	5	-1.171448	
5	67	4	-1.186040	
5	67	3	-1.086377	
5	66	2	-4.022513	
5	66	1	-3.886537	
4	66	9	-0.833369	
4	65	8	1.752260	
4	65	7	4.470940	
4	64	6	-0.078682	
4	63	5	1.152119	
4	63	4	-2.291852	
4	62	3	-15.761008	
4	62	2	-8.251391	
4	61	1	-41.459652	
3	61	10	-1.304704	
3	61	9	0.525301	
3	60	8	-6.706038	
3	59	7	2.036694	
3	58	6	-0.188262	
3	57	6	-0.507350	
3	56	5	-0.574200	
3	55	5	-0.936144	
3	55	4	-1.188228	
3	54	3	-0.571284	
3	54	2	-2.044331	
3	53	1	-8.922092	
2	53	13	-0.299786	
2	53	12	-0.086773	
2	52	11	0.391411	
2	52	10	0.334654	
2	51	9	0.858278	
2	51	8	0.768220	
2	50	7	-0.184059	
2	50	6	-0.110691	
2	49	5	-0.127669	
2	49	4	0.086407	
2	48	3	0.113875	
2	48	2	0.424462	
2	47	1	2.577824	
1	47	6	-1.602040	
1	47	5	-1.808898	
1	46	4	30.701529	
1	45	3	2.218863	
1	44	2	34.719795	
1	43	1	-1.813986	
