k	j	i	s	
10	112	6	0.193977	
10	111	6	0.932770	
10	111	5	0.922072	
10	110	4	-1.259344	
10	109	4	2.300538	
10	108	3	-1.099228	
10	107	3	0.804926	
10	106	2	0.897577	
10	105	2	2.283277	
10	104	1	-0.364599	
9	104	9	0.075225	
9	103	9	0.801641	
9	102	8	3.130765	
9	101	7	2.720684	
9	100	6	4.763219	
9	99	6	6.141455	
9	98	5	6.141278	
9	97	5	1.922793	
9	97	4	1.620798	
9	96	3	4.322027	
9	95	3	0.450354	
9	94	2	2.514397	
9	94	1	3.701547	
8	94	7	4.407572	
8	93	6	1.649210	
8	92	5	7.059307	
8	91	4	1.406788	
8	90	3	3.851811	
8	89	3	1.554883	
8	88	2	4.152162	
8	87	2	1.174193	
8	87	1	1.802792	
7	87	9	1.854116	
7	86	8	3.643846	
7	85	8	2.727008	
7	85	7	2.724213	
7	84	6	7.870949	
7	83	6	11.177512	
7	82	5	9.949860	
7	81	4	11.668173	
7	80	3	10.799480	
7	79	3	8.261174	
7	78	2	9.797649	
7	77	2	1.672442	
7	77	1	1.667715	
6	77	8	-0.907190	
6	76	7	-0.582468	
6	76	6	-0.610790	
6	75	5	-0.696145	
6	75	4	-0.417877	
6	74	3	-1.129270	
6	74	2	-1.791455	
6	73	1	-0.976010	
5	73	14	-2.422995	
5	73	13	-2.036529	
5	72	12	-2.150966	
5	72	11	-1.171344	
5	71	10	0.370917	
5	71	9	0.061511	
5	70	8	0.483865	
5	70	7	0.595222	
5	69	6	0.243214	
5	69	5	0.345568	
5	68	4	0.146084	
5	68	3	-0.128492	
5	67	2	-0.648581	
5	67	1	-0.767808	
4	67	9	3.114077	
4	66	8	6.482162	
4	65	7	6.575455	
4	65	6	3.912672	
4	64	5	10.523197	
4	63	4	20.349524	
4	62	3	-12.742667	
4	61	3	15.206483	
4	60	2	-0.478071	
4	59	1	10.239006	
3	59	10	-0.999532	
3	58	9	-7.458437	
3	57	9	7.848699	
3	56	8	-3.463042	
3	55	7	7.955011	
3	55	6	3.243911	
3	54	5	3.590369	
3	54	4	-0.009334	
3	53	3	1.611570	
3	53	2	-1.666927	
3	52	1	-3.503680	
2	52	13	1.839450	
2	52	12	0.013568	
2	51	11	0.048106	
2	51	10	-0.507015	
2	50	9	-0.359556	
2	50	8	-0.188988	
2	49	7	-0.373230	
2	49	6	-0.251962	
2	48	5	-0.472820	
2	48	4	-0.340866	
2	47	3	-1.277315	
2	47	2	-0.602270	
2	46	1	-0.245543	
1	46	6	2.774389	
1	46	5	6.699768	
1	45	4	-3.412208	
1	45	3	1.453225	
1	44	2	33.480049	
1	43	1	-0.739996	
