k	j	i	s	
10	85	6	-0.600572	
10	84	5	-0.130713	
10	84	4	-0.411460	
10	83	3	1.285857	
10	82	2	1.294967	
10	81	2	0.698186	
10	81	1	0.637997	
9	81	9	-1.010857	
9	80	8	4.975516	
9	79	8	2.293963	
9	78	7	4.899636	
9	77	7	2.556875	
9	77	6	1.928867	
9	76	5	1.727871	
9	76	4	2.492672	
9	75	3	3.798657	
9	74	2	4.544271	
9	73	2	1.366031	
9	73	1	2.781049	
8	73	7	1.170180	
8	72	6	-0.279752	
8	71	5	0.895571	
8	70	4	4.090403	
8	69	4	2.313031	
8	68	3	5.292679	
8	67	3	6.753120	
8	66	2	9.058062	
8	65	2	2.353454	
8	65	1	3.905970	
7	65	9	1.516232	
7	64	8	0.245390	
7	64	7	0.804833	
7	63	6	0.057150	
7	62	5	0.690349	
7	61	4	4.822817	
7	60	3	12.595895	
7	59	3	6.982924	
7	58	2	0.729662	
7	57	2	1.707884	
7	56	1	-0.187436	
6	56	8	1.441345	
6	55	7	-0.388770	
6	55	6	-2.751519	
6	54	5	-1.848599	
6	54	4	-3.798824	
6	53	3	-6.962995	
6	53	2	-6.917780	
6	52	1	-8.744237	
5	52	14	-2.111021	
5	52	13	-1.334469	
5	51	12	-2.510151	
5	51	11	-2.413564	
5	50	10	-2.287796	
5	49	9	-1.960103	
5	49	8	-1.619799	
5	48	7	-4.419572	
5	48	6	-4.437841	
5	47	5	-4.590988	
5	47	4	-4.526468	
5	46	3	-4.017850	
5	46	2	-3.904625	
5	45	1	-4.583128	
4	45	9	-3.444849	
4	45	8	-2.094347	
4	44	7	-9.970220	
4	44	6	-10.551640	
4	43	5	-4.656315	
4	43	4	-9.719276	
4	42	3	15.906684	
4	41	2	-13.925905	
4	40	1	13.814158	
3	40	10	4.926574	
3	39	10	5.638559	
3	38	9	37.989979	
3	37	8	11.453122	
3	36	7	37.989433	
3	35	6	2.536862	
3	35	5	2.898036	
3	34	4	9.200241	
3	33	4	6.181993	
3	33	3	5.783770	
3	32	2	5.238825	
3	32	1	3.453808	
2	32	13	2.764111	
2	31	12	2.424159	
2	31	11	2.584559	
2	30	10	0.563021	
2	30	9	0.564277	
2	29	8	0.563012	
2	29	7	0.665408	
2	28	6	-2.958937	
2	28	5	-2.857545	
2	27	4	-1.751909	
2	27	3	-0.962123	
2	26	2	-0.457365	
2	26	1	-0.438139	
1	26	6	-2.095447	
1	25	5	-2.488567	
1	25	4	-5.344809	
1	24	3	-0.124351	
1	24	2	1.451778	
1	23	1	-13.947415	
