k	j	i	s	
10	153	6	2.604793	
10	152	5	6.102800	
10	151	5	5.490738	
10	150	4	4.317625	
10	149	3	6.249283	
10	148	2	1.317462	
10	148	1	1.471448	
9	148	9	0.543704	
9	147	8	1.013491	
9	147	7	0.999066	
9	146	6	1.370503	
9	146	5	2.178159	
9	145	4	4.189719	
9	144	3	10.351192	
9	143	3	8.051422	
9	142	2	2.269950	
9	141	2	4.286104	
9	140	1	-9.982488	
8	140	7	-2.649683	
8	140	6	-2.640872	
8	139	5	3.389043	
8	138	4	-0.244689	
8	137	4	1.297242	
8	136	3	2.784640	
8	135	2	1.496695	
8	135	1	1.882188	
7	135	9	1.122997	
7	134	8	-0.582637	
7	133	8	-1.884483	
7	133	7	-1.927345	
7	132	6	-4.998730	
7	131	6	-0.366434	
7	130	5	2.221421	
7	129	5	-2.389994	
7	128	4	1.018882	
7	127	4	-9.173350	
7	126	3	-4.265773	
7	125	3	-9.133695	
7	124	2	-6.478185	
7	123	2	-6.173350	
7	122	1	-7.070995	
6	122	8	-3.388632	
6	121	8	-2.451166	
6	120	7	0.130008	
6	119	7	4.446918	
6	118	6	5.506108	
6	117	6	3.099218	
6	117	5	2.497297	
6	116	4	0.523757	
6	116	3	0.831439	
6	115	2	2.193474	
6	115	1	1.983423	
5	115	14	0.506020	
5	114	13	-1.598548	
5	113	12	1.276348	
5	112	11	0.287605	
5	112	10	0.320028	
5	111	9	-0.461059	
5	111	8	-0.612439	
5	110	7	-1.691535	
5	110	6	-2.076723	
5	109	5	-1.384815	
5	109	4	-1.459922	
5	108	3	-3.680971	
5	108	2	-3.534676	
5	107	1	-5.505991	
4	107	9	-2.467442	
4	107	8	-2.515218	
4	106	7	4.563975	
4	106	6	1.671715	
4	105	5	4.963078	
4	104	4	19.071089	
4	103	3	-15.683955	
4	102	2	15.078191	
4	101	1	-16.534233	
3	101	10	5.227000	
3	100	9	17.312017	
3	99	8	0.636908	
3	98	7	23.913572	
3	97	6	0.968573	
3	97	5	1.201783	
3	96	4	-0.699367	
3	96	3	-0.802749	
3	95	2	3.476675	
3	94	1	-5.636378	
2	94	13	-3.168564	
2	94	12	-6.389706	
2	93	11	-3.629422	
2	93	10	-4.440242	
2	92	9	-5.474541	
2	92	8	-5.590102	
2	91	7	-5.299849	
2	91	6	-5.396452	
2	90	5	-6.427667	
2	90	4	-6.265961	
2	89	3	-5.132551	
2	89	2	-5.115618	
2	88	1	-11.926160	
1	88	6	-4.451495	
1	87	5	-4.476778	
1	87	4	-5.984463	
1	86	3	-6.099824	
1	86	2	-6.602718	
1	85	1	-13.648276	
