k	j	i	s	
10	138	6	4.771718	
10	137	6	0.427931	
10	136	5	8.328497	
10	135	5	4.760712	
10	134	4	8.171076	
10	133	3	3.452477	
10	132	2	7.151389	
10	131	2	4.670175	
10	130	1	4.998163	
9	130	9	3.005331	
9	129	9	0.851093	
9	128	8	0.115121	
9	127	8	-0.240413	
9	127	7	-0.299647	
9	126	6	0.343514	
9	125	6	-1.873831	
9	124	5	-2.590119	
9	123	5	-3.193879	
9	122	4	-2.389627	
9	121	4	-3.068264	
9	120	3	4.659611	
9	119	3	0.262375	
9	119	2	-1.192429	
9	118	1	2.964633	
8	118	7	4.836474	
8	117	7	4.747675	
8	116	6	3.203728	
8	115	6	-0.494673	
8	114	5	0.375825	
8	113	5	1.177133	
8	112	4	1.154259	
8	111	4	6.023400	
8	110	3	4.207747	
8	109	3	3.921964	
8	108	2	3.940318	
8	107	2	1.504539	
8	106	1	0.154560	
7	106	9	-5.136387	
7	105	9	-3.775785	
7	104	8	-2.257986	
7	103	8	-4.098546	
7	102	7	5.747812	
7	101	6	-0.661536	
7	101	5	-1.407729	
7	100	4	9.706270	
7	99	4	1.514523	
7	98	3	9.187037	
7	97	3	3.738392	
7	96	2	5.389431	
7	95	2	-1.889127	
7	94	1	2.624146	
6	94	8	7.877055	
6	93	8	7.389800	
6	92	7	9.764474	
6	91	6	11.754768	
6	90	5	11.937655	
6	89	4	14.076838	
6	88	3	14.707648	
6	87	3	12.759121	
6	86	2	11.479201	
6	85	2	2.880128	
6	85	1	3.483394	
5	85	14	1.141704	
5	84	13	1.539522	
5	84	12	1.968598	
5	83	11	1.225155	
5	83	10	1.509587	
5	82	9	1.509115	
5	82	8	1.913884	
5	81	7	4.143639	
5	80	6	4.958536	
5	79	6	3.866223	
5	78	5	0.001696	
5	77	5	-2.263780	
5	76	4	-2.663325	
5	75	4	1.509459	
5	74	3	-2.488856	
5	73	3	4.922956	
5	72	2	1.012006	
5	71	1	-0.840702	
4	71	9	0.386796	
4	71	8	0.176579	
4	70	7	12.147782	
4	69	7	-2.372240	
4	69	6	-5.797500	
4	68	5	-1.088318	
4	68	4	-3.112503	
4	67	3	-14.188447	
4	67	2	-12.354356	
4	66	1	-57.794720	
3	66	10	0.715065	
3	66	9	9.493347	
3	65	8	5.336150	
3	64	7	25.482727	
3	63	6	8.736392	
3	62	5	4.074629	
3	62	4	2.485958	
3	61	3	5.764319	
3	61	2	2.388668	
3	60	1	3.383443	
2	60	13	2.723442	
2	60	12	0.718356	
2	59	11	2.547511	
2	59	10	2.719946	
2	58	9	4.229537	
2	58	8	3.679472	
2	57	7	3.758224	
2	57	6	3.242545	
2	56	5	1.257776	
2	56	4	0.768265	
2	55	3	2.545705	
2	55	2	1.533488	
2	54	1	0.742256	
1	54	6	7.326930	
1	54	5	8.721504	
1	53	4	18.563957	
1	53	3	16.990728	
1	52	2	22.874582	
1	51	2	38.259861	
1	50	1	15.492283	
