k	j	i	s	
10	134	6	-0.070862	
10	133	5	0.326196	
10	133	4	0.442206	
10	132	3	-0.140853	
10	131	3	0.990596	
10	130	2	2.016984	
10	129	2	0.963407	
10	128	1	0.620799	
9	128	9	-1.074924	
9	127	8	-0.644929	
9	127	7	-0.577387	
9	126	6	1.113808	
9	125	6	2.688927	
9	124	5	1.236856	
9	123	5	0.738530	
9	122	4	-0.445902	
9	121	4	0.229169	
9	120	3	-2.759992	
9	119	3	-0.805491	
9	118	2	-1.437058	
9	117	2	2.050277	
9	116	1	0.490621	
8	116	7	-0.100137	
8	116	6	0.395580	
8	115	5	0.263729	
8	114	4	2.720784	
8	113	4	1.964959	
8	112	3	2.400976	
8	111	2	2.050153	
8	110	1	0.816365	
7	110	9	1.521122	
7	109	9	1.496275	
7	108	8	2.134226	
7	107	8	2.868556	
7	106	7	4.959060	
7	105	6	3.522029	
7	104	5	5.217684	
7	103	5	2.193517	
7	102	4	8.334387	
7	101	4	2.291617	
7	100	3	6.859972	
7	99	3	-2.944188	
7	98	2	0.820231	
7	97	2	-0.054110	
7	96	1	6.349507	
6	96	8	6.916726	
6	95	8	6.843913	
6	94	7	8.938983	
6	93	6	12.273274	
6	92	5	12.231532	
6	91	4	16.407606	
6	90	3	14.175189	
6	89	3	17.478989	
6	88	2	6.718131	
6	88	1	5.937367	
5	88	14	3.887340	
5	87	13	4.287138	
5	87	12	4.665668	
5	86	11	4.822512	
5	86	10	5.094422	
5	85	9	5.816674	
5	85	8	5.965955	
5	84	7	11.960642	
5	83	7	10.951931	
5	82	6	10.470565	
5	81	6	12.298601	
5	80	5	6.770553	
5	79	5	8.127952	
5	78	4	9.707519	
5	77	4	11.102810	
5	76	3	8.264324	
5	75	3	9.420977	
5	74	2	2.913793	
5	74	1	3.091410	
4	74	9	1.313667	
4	73	8	7.932312	
4	73	7	11.691759	
4	72	6	1.025218	
4	71	5	4.712901	
4	71	4	-2.553858	
4	70	3	-18.520411	
4	70	2	-13.042965	
4	69	1	-61.557636	
3	69	10	1.349400	
3	69	9	14.450747	
3	68	8	2.851865	
3	67	7	32.112560	
3	66	6	4.552314	
3	66	5	4.117797	
3	65	4	5.505748	
3	65	3	2.912453	
3	64	2	5.638752	
3	64	1	1.830633	
2	64	13	4.251370	
2	63	12	4.102068	
2	63	11	3.926969	
2	62	10	4.767621	
2	62	9	4.698709	
2	61	8	4.875691	
2	61	7	4.496087	
2	60	6	4.478063	
2	60	5	4.284706	
2	59	4	5.231544	
2	59	3	5.052580	
2	58	2	4.017672	
2	58	1	3.707665	
1	58	6	2.821101	
1	57	5	10.405709	
1	57	4	14.640190	
1	56	3	24.917971	
1	55	3	20.348707	
1	54	2	26.283777	
1	53	2	8.668157	
1	52	1	8.554759	
