k	j	i	s	
10	150	6	2.436638	
10	149	6	2.972872	
10	148	5	4.298201	
10	147	5	3.285746	
10	146	4	6.097965	
10	145	4	6.052470	
10	144	3	6.893579	
10	143	3	6.026195	
10	142	2	8.189528	
10	141	2	6.052701	
10	140	1	3.170535	
9	140	9	2.352290	
9	139	9	2.886606	
9	138	8	1.797474	
9	137	8	2.743368	
9	136	7	1.515689	
9	135	7	1.635207	
9	134	6	1.573753	
9	133	6	3.449564	
9	132	5	4.139442	
9	131	5	7.861346	
9	130	4	5.768443	
9	129	4	7.546372	
9	128	3	9.093154	
9	127	3	12.195152	
9	126	2	12.241534	
9	125	2	5.564426	
9	124	1	6.363976	
8	124	7	1.951174	
8	123	7	3.618623	
8	122	6	0.237164	
8	121	6	-1.909371	
8	120	5	-0.362578	
8	119	5	0.486010	
8	118	4	1.516420	
8	117	4	6.052177	
8	116	3	3.479641	
8	115	3	4.654777	
8	114	2	4.004131	
8	113	2	1.260532	
8	113	1	1.133997	
7	113	9	-1.211636	
7	112	8	-1.322676	
7	112	7	-0.745659	
7	111	6	0.026072	
7	111	5	0.389094	
7	110	4	5.281970	
7	109	4	2.462479	
7	108	3	4.650094	
7	107	3	0.697019	
7	106	2	1.847328	
7	105	2	-0.912054	
7	104	1	-2.216482	
6	104	8	0.501702	
6	103	8	5.868458	
6	102	7	7.611179	
6	101	6	17.656576	
6	100	5	12.743332	
6	99	4	17.386868	
6	98	3	15.431216	
6	97	3	16.679493	
6	96	2	8.855922	
6	96	1	10.196095	
5	96	14	4.077417	
5	95	13	4.364715	
5	95	12	4.873086	
5	94	11	5.756761	
5	94	10	6.048522	
5	93	9	6.304692	
5	93	8	6.455787	
5	92	7	6.522943	
5	92	6	6.704420	
5	91	5	6.596361	
5	91	4	6.783113	
5	90	3	13.433473	
5	89	2	6.042487	
5	89	1	6.075677	
4	89	9	2.582345	
4	88	8	6.216093	
4	87	7	10.232979	
4	87	6	9.471155	
4	86	5	22.061134	
4	85	5	25.792761	
4	84	4	28.019993	
4	83	3	43.251221	
4	82	2	32.368492	
4	81	2	-11.188656	
4	81	1	16.285440	
3	81	10	-4.008142	
3	80	9	10.869445	
3	79	9	5.538275	
3	79	8	-1.934249	
3	78	7	18.689497	
3	77	7	17.452963	
3	76	6	1.420174	
3	76	5	1.394517	
3	75	4	9.037147	
3	74	3	11.822021	
3	73	3	6.502797	
3	72	2	7.119000	
3	71	2	3.987417	
3	71	1	5.271243	
2	71	13	3.937121	
2	70	12	9.501343	
2	69	11	9.215717	
2	68	10	7.940623	
2	67	9	4.833032	
2	67	8	4.794040	
2	66	7	8.462933	
2	65	7	9.968224	
2	64	6	10.037406	
2	63	6	9.421758	
2	62	5	10.820971	
2	61	5	6.912236	
2	60	4	6.986762	
2	59	4	10.591359	
2	58	3	7.101156	
2	57	3	9.078028	
2	56	2	6.717457	
2	55	1	2.309287	
1	55	6	-2.014261	
1	55	5	-1.236112	
1	54	4	12.515020	
1	53	3	-18.329924	
1	52	2	12.355581	
1	51	1	-20.790556	
