k	j	i	s	
10	158	6	0.302983	
10	158	5	1.374928	
10	157	4	-5.164996	
10	157	3	-5.421035	
10	156	2	7.809291	
10	155	1	-4.319871	
9	155	9	1.952374	
9	154	8	1.136640	
9	153	8	4.993821	
9	152	7	7.045258	
9	151	6	1.382711	
9	151	5	1.715553	
9	150	4	6.459168	
9	149	3	7.558602	
9	148	2	7.447407	
9	147	2	3.409893	
9	146	1	0.262769	
8	146	7	-0.498634	
8	145	7	1.465326	
8	144	6	-3.601744	
8	143	6	-1.940763	
8	142	5	-3.654540	
8	141	5	-3.063485	
8	140	4	-4.854773	
8	139	4	-3.983497	
8	138	3	-2.696386	
8	137	3	0.343423	
8	136	2	1.029577	
8	135	2	-1.073283	
8	134	1	-0.394072	
7	134	9	-4.793686	
7	133	9	-4.337670	
7	132	8	-4.397519	
7	131	7	-3.005131	
7	131	6	-3.063971	
7	130	5	-1.944473	
7	130	4	-2.572557	
7	129	3	-2.918493	
7	129	2	-2.435846	
7	128	1	-6.955020	
6	128	8	-1.042001	
6	127	8	0.836684	
6	126	7	-0.449287	
6	126	6	0.227625	
6	125	5	-1.932278	
6	124	4	-1.319146	
6	123	4	-0.654763	
6	122	3	0.026416	
6	121	2	-1.688200	
6	120	1	-2.277854	
5	120	14	-0.980080	
5	119	14	-0.868519	
5	118	13	0.070108	
5	118	12	0.203475	
5	117	11	0.682286	
5	117	10	0.691545	
5	116	9	0.632271	
5	116	8	0.845348	
5	115	7	1.427299	
5	115	6	1.487861	
5	114	5	1.935350	
5	114	4	2.039282	
5	113	3	3.417573	
5	112	2	2.577593	
5	111	2	2.276450	
5	111	1	2.188558	
4	111	9	0.752482	
4	110	8	0.856295	
4	110	7	1.225770	
4	109	6	18.623060	
4	108	5	10.605067	
4	107	4	16.392344	
4	106	3	-7.351088	
4	105	2	9.175155	
4	104	1	-4.719185	
3	104	10	-0.513985	
3	103	10	-9.299358	
3	102	9	-3.024136	
3	101	9	-16.483311	
3	100	8	0.041563	
3	99	8	-6.523720	
3	98	7	5.500596	
3	97	7	19.460974	
3	96	6	-2.956612	
3	95	5	-0.976785	
3	95	4	-3.121305	
3	94	3	-2.101243	
3	94	2	-1.291744	
3	93	1	-6.102051	
2	93	13	1.235064	
2	93	12	1.264771	
2	92	11	-0.470787	
2	92	10	-0.298635	
2	91	9	0.917923	
2	91	8	1.054387	
2	90	7	0.471168	
2	90	6	0.617597	
2	89	5	1.755491	
2	89	4	1.932055	
2	88	3	2.715909	
2	87	3	1.698612	
2	87	2	1.582267	
2	86	1	-0.640065	
1	86	6	0.659993	
1	86	5	0.669070	
1	85	4	12.934210	
1	84	3	4.674581	
1	83	3	9.007401	
1	82	2	5.506176	
1	81	2	2.731953	
1	80	1	-3.472675	
