k	j	i	s	
10	83	6	-3.924529	
10	82	5	-2.150408	
10	82	4	-2.965727	
10	81	3	-3.976747	
10	81	2	-4.436685	
10	80	1	-6.798695	
9	80	9	-3.387776	
9	80	8	-4.414798	
9	79	7	-4.871876	
9	79	6	-4.652630	
9	78	5	-4.033912	
9	78	4	-5.619032	
9	77	3	-5.003708	
9	77	2	-4.079272	
9	76	1	-10.282465	
8	76	7	-0.087227	
8	76	6	-0.459972	
8	75	5	0.915972	
8	75	4	1.400039	
8	74	3	-1.389772	
8	74	2	-1.821657	
8	73	1	-3.535505	
7	73	9	-2.239253	
7	73	8	-1.016482	
7	72	7	-2.191118	
7	72	6	-1.583676	
7	71	5	-1.035936	
7	71	4	-0.080440	
7	70	3	-1.981132	
7	69	2	-2.857197	
7	68	1	-5.383939	
6	68	8	-4.442943	
6	67	7	-0.779639	
6	67	6	-0.574717	
6	66	5	0.093523	
6	66	4	-0.887578	
6	65	3	-0.187897	
6	65	2	-1.154406	
6	64	1	-3.441483	
5	64	14	0.684194	
5	64	13	-0.369959	
5	63	12	1.168911	
5	63	11	0.410778	
5	62	10	0.791511	
5	62	9	0.656699	
5	61	8	1.218174	
5	61	7	1.260778	
5	60	6	1.845996	
5	60	5	1.910077	
5	59	4	2.030220	
5	59	3	2.236511	
5	58	2	3.332948	
5	58	1	3.401885	
4	58	9	2.091106	
4	57	8	2.013241	
4	57	7	2.259782	
4	56	6	12.403092	
4	55	5	8.916300	
4	54	4	12.250245	
4	53	4	-1.529094	
4	52	3	18.609938	
4	51	2	-0.546934	
4	50	1	9.823307	
3	50	10	4.235087	
3	49	10	4.699746	
3	48	9	19.330221	
3	47	8	0.602182	
3	46	7	19.268478	
3	45	6	-0.897602	
3	45	5	-0.578867	
3	44	4	-1.636097	
3	44	3	-2.360497	
3	43	2	2.288747	
3	43	1	0.580419	
2	43	13	0.886525	
2	42	12	0.288017	
2	42	11	0.521628	
2	41	10	1.152889	
2	41	9	0.764961	
2	40	8	0.386357	
2	40	7	0.522094	
2	39	6	1.050254	
2	39	5	1.120613	
2	38	4	2.962703	
2	37	4	2.905119	
2	36	3	4.871805	
2	35	3	2.794458	
2	35	2	2.766008	
2	34	1	0.114827	
1	34	6	2.740405	
1	34	5	3.562121	
1	33	4	5.614437	
1	33	3	3.079379	
1	32	2	11.233415	
1	31	2	13.457748	
1	30	1	7.730220	
