k	j	i	s	
10	136	6	5.515689	
10	135	6	1.251188	
10	134	5	2.920808	
10	133	5	-0.064252	
10	132	4	0.543625	
10	131	4	-4.172468	
10	130	3	-2.855187	
10	129	3	-4.392619	
10	128	2	-1.520203	
10	127	2	0.064661	
10	126	1	-0.659850	
9	126	9	0.046578	
9	125	9	4.868363	
9	124	8	2.255036	
9	123	8	4.772088	
9	122	7	3.095378	
9	121	6	0.772451	
9	121	5	1.252313	
9	120	4	1.813760	
9	119	4	1.349952	
9	118	3	0.485489	
9	117	3	-1.531931	
9	116	2	-1.299392	
9	115	2	-3.988164	
9	114	1	-2.655510	
8	114	7	-1.392806	
8	113	7	-0.601705	
8	112	6	-4.772210	
8	111	6	-1.377622	
8	110	5	-1.496070	
8	109	4	-4.676118	
8	108	3	-1.481735	
8	108	2	-2.088500	
8	107	1	-4.805492	
7	107	9	-3.522921	
7	107	8	-2.631410	
7	106	7	-1.348150	
7	106	6	-1.581028	
7	105	5	-1.353237	
7	105	4	-1.637483	
7	104	3	-1.215863	
7	103	3	-5.602188	
7	102	2	-1.268672	
7	101	2	-3.284364	
7	100	1	0.230050	
6	100	8	1.174498	
6	99	8	5.408276	
6	98	7	8.503305	
6	97	7	7.532936	
6	96	6	8.501249	
6	95	5	8.112514	
6	94	4	8.263854	
6	93	4	8.742411	
6	92	3	7.446185	
6	91	3	5.455135	
6	90	2	3.375449	
6	90	1	3.861644	
5	90	14	1.983857	
5	89	13	1.855273	
5	89	12	2.187444	
5	88	11	6.483023	
5	87	10	7.435915	
5	86	9	8.143160	
5	85	8	4.391140	
5	85	7	4.372633	
5	84	6	9.964132	
5	83	5	5.557024	
5	83	4	5.524952	
5	82	3	11.881453	
5	81	3	12.141373	
5	80	2	5.993382	
5	80	1	6.040472	
4	80	9	4.651792	
4	79	8	5.549919	
4	79	7	6.821745	
4	78	6	28.847610	
4	77	5	31.710985	
4	76	4	25.622299	
4	75	3	30.474773	
4	74	2	26.289768	
4	73	2	10.313931	
4	72	1	-47.367474	
3	72	10	-6.447761	
3	71	10	-0.734404	
3	70	9	-31.364632	
3	69	9	26.933876	
3	68	8	-5.117073	
3	67	7	34.447594	
3	66	6	-4.045930	
3	65	6	0.799253	
3	64	5	1.293351	
3	64	4	-0.831700	
3	63	3	1.010888	
3	63	2	-0.652765	
3	62	1	-3.086557	
2	62	13	1.162602	
2	62	12	0.870942	
2	61	11	0.146580	
2	61	10	0.020230	
2	60	9	0.844980	
2	60	8	0.690136	
2	59	7	1.561903	
2	59	6	1.474074	
2	58	5	0.553502	
2	58	4	0.286673	
2	57	3	2.080926	
2	57	2	1.898481	
2	56	1	0.836829	
1	56	6	0.698756	
1	56	5	0.840011	
1	55	4	29.858206	
1	54	3	9.229829	
1	53	2	29.703644	
1	52	1	9.195960	
