k	j	i	s	
10	158	6	11.716698	
10	157	6	-3.411917	
10	156	5	10.924330	
10	155	5	2.066588	
10	154	4	14.942721	
10	153	4	-7.274675	
10	152	3	10.212481	
10	151	3	-5.271559	
10	150	2	10.952773	
10	149	2	1.832396	
10	148	1	7.402523	
9	148	9	4.953643	
9	147	9	-1.164939	
9	146	8	-2.443974	
9	145	8	-0.193063	
9	144	7	-3.205754	
9	143	7	-2.874460	
9	142	6	-3.985507	
9	141	6	1.424039	
9	140	5	0.836900	
9	139	5	5.423058	
9	138	4	8.099492	
9	137	4	10.654810	
9	136	3	9.892444	
9	135	3	6.893877	
9	134	2	7.265713	
9	133	2	3.084703	
9	132	1	-1.007895	
8	132	7	-1.941131	
8	131	7	-1.869525	
8	130	6	-1.462715	
8	129	5	-1.856029	
8	129	4	-2.065842	
8	128	3	-3.286605	
8	128	2	-3.757106	
8	127	1	-9.284047	
7	127	9	-3.428244	
7	126	8	-2.931953	
7	126	7	-2.986482	
7	125	6	-1.161407	
7	124	5	-2.071384	
7	123	4	-0.755238	
7	123	3	-0.716052	
7	122	2	-5.711704	
7	121	2	-0.792963	
7	120	1	-0.915211	
6	120	8	0.544100	
6	119	8	2.902344	
6	118	7	-0.723812	
6	117	7	8.443760	
6	116	6	4.989649	
6	115	6	4.382640	
6	114	5	7.976780	
6	113	5	3.301654	
6	112	4	7.247324	
6	111	4	9.956700	
6	110	3	8.566533	
6	109	2	4.650137	
6	109	1	3.669799	
5	109	14	1.789096	
5	108	13	1.700321	
5	108	12	2.120502	
5	107	11	4.698727	
5	106	10	2.668321	
5	106	9	2.566066	
5	105	8	3.274153	
5	105	7	3.270492	
5	104	6	4.355309	
5	104	5	4.323530	
5	103	4	4.645828	
5	103	3	4.679393	
5	102	2	4.595677	
5	102	1	4.688769	
4	102	9	4.986066	
4	101	8	6.356059	
4	101	7	9.683125	
4	100	6	33.516552	
4	99	5	24.292070	
4	98	4	31.466467	
4	97	3	43.933968	
4	96	2	29.982246	
4	95	2	10.089519	
4	95	1	19.414093	
3	95	10	1.920950	
3	94	9	5.972292	
3	93	9	15.411880	
3	92	8	-4.275640	
3	91	7	19.890095	
3	90	6	-2.556594	
3	89	6	-2.575976	
3	88	5	-4.212633	
3	87	5	-0.969251	
3	86	4	3.890387	
3	85	4	5.086403	
3	84	3	2.931321	
3	84	2	2.982318	
3	83	1	2.117402	
2	83	13	0.159783	
2	83	12	-0.316624	
2	82	11	-0.411233	
2	82	10	-0.982160	
2	81	9	-0.607063	
2	81	8	-0.613829	
2	80	7	-0.696332	
2	80	6	-0.388116	
2	79	5	0.010208	
2	79	4	0.259861	
2	78	3	-0.449994	
2	78	2	-0.436455	
2	77	1	-1.982519	
1	77	6	3.178109	
1	77	5	4.701179	
1	76	4	7.370799	
1	75	3	9.607564	
1	74	2	6.732656	
1	73	2	4.377151	
1	72	1	-0.128859	
