	k	i	s
90	10	6	-0.18226199999999998
89	10	5	-0.041391000000000004
88	10	4	-1.565695
87	10	3	-1.495111
86	10	2	-1.044724
85	10	1	-1.7746330000000001
84	9	9	-2.162334
83	9	8	0.12716600000000006
82	9	7	1.783019
81	9	6	2.788775
80	9	5	3.549875
79	9	4	3.645736
78	9	3	1.286726
77	9	2	2.076878
76	9	1	2.348578
75	8	7	2.481073
74	8	6	3.9363010000000003
73	8	5	4.892955000000001
72	8	4	3.6621839999999994
71	8	3	4.046261
70	8	2	1.089924
69	8	1	1.273836
68	7	9	1.6484349999999999
67	7	8	8.311174999999999
66	7	7	4.002542
65	7	6	8.645532000000001
64	7	5	19.457123
63	7	4	9.367944999999999
62	7	3	9.819053
61	7	2	13.748262
60	7	1	5.982618
59	6	8	3.2410349999999997
58	6	7	4.153186
57	6	6	3.0371
56	6	5	1.974031
55	6	4	-1.228624
54	6	3	-0.426196
53	6	2	-3.9349790000000002
52	6	1	-4.5199940000000005
51	5	14	1.744466
50	5	13	-0.330592
49	5	12	1.6737790000000001
48	5	11	1.023633
47	5	10	1.1438110000000001
46	5	9	0.9067700000000001
45	5	8	1.478911
44	5	7	1.153371
43	5	6	1.5645229999999999
42	5	5	1.583469
41	5	4	2.588647
40	5	3	2.542337
39	5	2	0.932284
38	5	1	1.370475
37	4	9	1.928916
36	4	8	-1.1469260000000001
35	4	7	2.785781
34	4	6	8.887912
33	4	5	2.15199
32	4	4	2.5082459999999998
31	4	3	5.288818
30	4	2	6.262721
29	4	1	19.124041000000002
28	3	10	4.7898
27	3	9	12.305147
26	3	8	2.6363119999999998
25	3	7	13.990457000000001
24	3	6	1.632827
23	3	5	-0.41936599999999996
22	3	4	1.298997
21	3	3	1.8850799999999999
20	3	2	-2.706428
19	3	1	1.021641
18	2	13	-3.5357239999999996
17	2	12	-4.957694999999999
16	2	11	-2.864248
15	2	10	-5.2411010000000005
14	2	9	-6.384593
13	2	8	-6.5842
12	2	7	-6.130567
11	2	6	-6.572667
10	2	5	-5.871008
9	2	4	-5.689201000000001
8	2	3	-6.9357809999999995
7	2	2	-6.355823
6	2	1	-10.545958
5	1	6	-3.513356
4	1	5	-0.253155
3	1	4	-7.340936
2	1	3	-9.432315
1	1	2	3.381585
0	1	1	-20.034557
