	k	i	s
90	10	6	-0.495172
89	10	5	-0.267955
88	10	4	-1.180703
87	10	3	-1.118572
86	10	2	-0.008739
85	10	1	0.08826200000000001
84	9	9	0.353227
83	9	8	0.356694
82	9	7	0.33919299999999997
81	9	6	2.637534
80	9	5	1.554542
79	9	4	-0.238722
78	9	3	-0.825414
77	9	2	-0.640225
76	9	1	-2.354812
75	8	7	-0.776058
74	8	6	-1.4937770000000001
73	8	5	-1.4552610000000001
72	8	4	-0.8479780000000001
71	8	3	-0.5154920000000001
70	8	2	-0.726305
69	8	1	-3.08869
68	7	9	5.915262
67	7	8	6.322119
66	7	7	4.9357809999999995
65	7	6	6.338062
64	7	5	7.594262
63	7	4	7.186551
62	7	3	17.835327
61	7	2	10.236288
60	7	1	1.511854
59	6	8	-1.82529
58	6	7	1.844425
57	6	6	0.29444899999999996
56	6	5	0.29446500000000003
55	6	4	-2.683286
54	6	3	-1.509728
53	6	2	-2.8347439999999997
52	6	1	-4.757493
51	5	14	2.324347
50	5	13	-1.374223
49	5	12	0.097653
48	5	11	-0.130457
47	5	10	0.347903
46	5	9	-0.045299
45	5	8	0.9883629999999999
44	5	7	0.563504
43	5	6	1.706434
42	5	5	1.642557
41	5	4	1.790647
40	5	3	1.904478
39	5	2	2.23418
38	5	1	2.548219
37	4	9	1.5057209999999999
36	4	8	1.534168
35	4	7	7.123425999999999
34	4	6	5.185158
33	4	5	6.240147
32	4	4	24.661097
31	4	3	-5.0217220000000005
30	4	2	21.823608
29	4	1	1.757736
28	3	10	2.319771
27	3	9	18.865551
26	3	8	0.28579699999999997
25	3	7	23.977005
24	3	6	3.7814919999999996
23	3	5	5.056327
22	3	4	2.306523
21	3	3	3.0838389999999998
20	3	2	7.991961999999999
19	3	1	1.082077
18	2	13	-3.61668
17	2	12	-6.850207000000001
16	2	11	-3.3474440000000003
15	2	10	-5.5643199999999995
14	2	9	-7.493475999999999
13	2	8	-7.78362
12	2	7	-6.750253999999999
11	2	6	-7.154771
10	2	5	-6.54486
9	2	4	-6.231872
8	2	3	-5.590922
7	2	2	-5.36942
6	2	1	-12.265491
5	1	6	-3.3231620000000004
4	1	5	-0.302498
3	1	4	12.480819
2	1	3	0.267919
1	1	2	11.561065
0	1	1	-4.013043
