	k	i	s
90	10	6	0.92574
89	10	5	0.5644560000000001
88	10	4	-0.794462
87	10	3	-0.934868
86	10	2	-0.845778
85	10	1	-0.812058
84	9	9	-0.875218
83	9	8	0.19847599999999999
82	9	7	0.00995
81	9	6	5.056584
80	9	5	2.437199
79	9	4	0.961126
78	9	3	0.815145
77	9	2	1.488061
76	9	1	1.121817
75	8	7	1.889488
74	8	6	0.730779
73	8	5	-0.005771
72	8	4	0.270306
71	8	3	-0.011319
70	8	2	-0.087403
69	8	1	-2.177204
68	7	9	0.283756
67	7	8	-2.546601
66	7	7	-2.122781
65	7	6	4.610633
64	7	5	1.5179129999999998
63	7	4	5.772114
62	7	3	0.466819
61	7	2	3.0870740000000003
60	7	1	-0.2858
59	6	8	3.7433120000000004
58	6	7	-0.8833099999999998
57	6	6	0.44851199999999997
56	6	5	2.461991
55	6	4	0.013153
54	6	3	0.061437
53	6	2	-1.8240779999999999
52	6	1	-0.31868
51	5	14	2.809876
50	5	13	0.159518
49	5	12	1.451402
48	5	11	2.3995599999999997
47	5	10	1.881073
46	5	9	1.7928240000000002
45	5	8	2.3748720000000003
44	5	7	2.027066
43	5	6	2.7164509999999997
42	5	5	2.643238
41	5	4	2.98104
40	5	3	3.047227
39	5	2	3.20663
38	5	1	3.570114
37	4	9	2.796042
36	4	8	3.5000410000000004
35	4	7	7.758551
34	4	6	8.464902
33	4	5	6.884108
32	4	4	17.665703
31	4	3	16.211903
30	4	2	15.571710000000001
29	4	1	20.877947
28	3	10	-2.341855
27	3	9	5.190347
26	3	8	-8.406706
25	3	7	3.837997
24	3	6	2.409272
23	3	5	-0.372796
22	3	4	-2.473969
21	3	3	-0.15083
20	3	2	-1.4978989999999999
19	3	1	-5.325181
18	2	13	-3.00546
17	2	12	-3.7262129999999996
16	2	11	-3.49296
15	2	10	-3.579308
14	2	9	-3.8768019999999996
13	2	8	-4.0558819999999995
12	2	7	-4.685359
11	2	6	-4.992708
10	2	5	-5.548872
9	2	4	-5.708631
8	2	3	-6.713760000000001
7	2	2	-6.332262999999999
6	2	1	-12.393312
5	1	6	-0.155944
4	1	5	-0.58543
3	1	4	28.222181
2	1	3	-12.425548
1	1	2	25.438215
0	1	1	-14.775517
