	k	i	s
90	10	6	-0.025259999999999998
89	10	5	-0.10290099999999999
88	10	4	-0.589439
87	10	3	-0.584375
86	10	2	-0.7062
85	10	1	-1.462934
84	9	9	-0.20192000000000002
83	9	8	-0.44420100000000007
82	9	7	1.7669169999999998
81	9	6	2.05993
80	9	5	2.358129
79	9	4	1.741281
78	9	3	1.3901780000000001
77	9	2	2.200041
76	9	1	1.498992
75	8	7	1.6819380000000002
74	8	6	2.562294
73	8	5	3.434999
72	8	4	1.982621
71	8	3	1.264578
70	8	2	1.2159
69	8	1	0.722374
68	7	9	2.250773
67	7	8	8.554984000000001
66	7	7	10.289968
65	7	6	20.805936000000003
64	7	5	11.826636
63	7	4	11.002383
62	7	3	17.408932
61	7	2	2.25811
60	7	1	4.240316
59	6	8	1.225584
58	6	7	2.320801
57	6	6	9.02021
56	6	5	8.018291
55	6	4	7.743614999999999
54	6	3	3.9398089999999995
53	6	2	2.836131
52	6	1	7.427049
51	5	14	0.308657
50	5	13	2.075939
49	5	12	1.9609860000000001
48	5	11	1.109633
47	5	10	1.352629
46	5	9	1.207455
45	5	8	1.8359159999999999
44	5	7	1.6896189999999998
43	5	6	2.494697
42	5	5	2.472116
41	5	4	2.317284
40	5	3	2.410955
39	5	2	2.11864
38	5	1	2.4298889999999997
37	4	9	0.9026040000000001
36	4	8	0.371742
35	4	7	0.805888
34	4	6	13.715185
33	4	5	5.833283
32	4	4	-4.054698999999999
31	4	3	43.078075
30	4	2	-3.867425
29	4	1	51.013577000000005
28	3	10	7.824841000000001
27	3	9	26.315990000000003
26	3	8	-2.834571
25	3	7	27.060625
24	3	6	-5.821127
23	3	5	-3.863141
22	3	4	-4.32511
21	3	3	-2.215723
20	3	2	-3.40725
19	3	1	-0.863066
18	2	13	-2.643112
17	2	12	-2.936813
16	2	11	-3.37987
15	2	10	-6.2700629999999995
14	2	9	-5.078236
13	2	8	-5.57247
12	2	7	-5.335056
11	2	6	-5.585254
10	2	5	-5.940459
9	2	4	-6.285318
8	2	3	-4.849229
7	2	2	-4.779116
6	2	1	-11.446274
5	1	6	-9.898609
4	1	5	-7.917347
3	1	4	6.075178
2	1	3	-13.542863
1	1	2	5.57514
0	1	1	-15.703960999999998
