	k	i	s
90	10	6	1.855775
89	10	5	-0.737383
88	10	4	-0.904726
87	10	3	0.12929100000000002
86	10	2	-0.12749100000000002
85	10	1	-1.407573
84	9	9	-1.4167530000000002
83	9	8	-0.777331
82	9	7	0.11075399999999999
81	9	6	0.048343000000000004
80	9	5	0.010729
79	9	4	-0.17673
78	9	3	1.20021
77	9	2	0.34013299999999996
76	9	1	1.200832
75	8	7	-0.42385500000000004
74	8	6	-4.465547
73	8	5	-0.389475
72	8	4	-2.806041
71	8	3	-0.901489
70	8	2	-1.300157
69	8	1	-4.228326
68	7	9	-2.8967460000000003
67	7	8	1.2559679999999998
66	7	7	4.205164000000001
65	7	6	4.711276
64	7	5	3.917221
63	7	4	6.69365
62	7	3	18.269691
61	7	2	13.711607
60	7	1	2.4766
59	6	8	0.47254700000000005
58	6	7	-0.55652
57	6	6	-1.7204599999999999
56	6	5	0.139984
55	6	4	-3.222556
54	6	3	-0.8323440000000001
53	6	2	-2.808786
52	6	1	-5.436303
51	5	14	3.044324
50	5	13	-0.1131
49	5	12	-0.171218
48	5	11	1.490381
47	5	10	2.173159
46	5	9	1.724881
45	5	8	0.700329
44	5	7	0.355917
43	5	6	1.739284
42	5	5	1.5712979999999999
41	5	4	3.158116
40	5	3	3.181251
39	5	2	2.55015
38	5	1	2.969468
37	4	9	2.662872
36	4	8	4.358907
35	4	7	12.116024000000001
34	4	6	5.0491470000000005
33	4	5	9.963133000000001
32	4	4	34.198036
31	4	3	10.7372
30	4	2	26.679572999999998
29	4	1	7.667038000000001
28	3	10	0.356933
27	3	9	16.456099000000002
26	3	8	-1.606031
25	3	7	26.814953000000003
24	3	6	3.682867
23	3	5	-1.027152
22	3	4	-0.8758959999999999
21	3	3	5.081856
20	3	2	-0.552532
19	3	1	4.6314660000000005
18	2	13	-1.541381
17	2	12	-3.33365
16	2	11	-5.585684
15	2	10	-5.353529
14	2	9	-7.039636
13	2	8	-7.241777000000001
12	2	7	-6.15477
11	2	6	-6.632973
10	2	5	-6.7655330000000005
9	2	4	-6.663361999999999
8	2	3	-7.464796000000001
7	2	2	-7.022157000000001
6	2	1	-15.22985
5	1	6	-6.843069
4	1	5	-5.397098000000001
3	1	4	16.213316
2	1	3	-10.620735
1	1	2	16.949911
0	1	1	-14.1558
