	k	i	s
90	10	6	-0.082304
89	10	5	0.855454
88	10	4	0.196629
87	10	3	0.22648400000000002
86	10	2	0.044143
85	10	1	0.224054
84	9	9	0.076261
83	9	8	0.495076
82	9	7	0.7795569999999999
81	9	6	1.724346
80	9	5	1.977353
79	9	4	4.244806
78	9	3	5.844748
77	9	2	11.405891
76	9	1	3.9830970000000003
75	8	7	1.7787580000000003
74	8	6	1.474115
73	8	5	1.174232
72	8	4	2.197826
71	8	3	0.993425
70	8	2	-0.5041979999999999
69	8	1	-1.294248
68	7	9	5.039581
67	7	8	10.697313000000001
66	7	7	10.592262999999999
65	7	6	14.051718999999999
64	7	5	6.812633
63	7	4	9.153242
62	7	3	13.54208
61	7	2	3.722154
60	7	1	4.569509
59	6	8	1.237927
58	6	7	7.786435000000001
57	6	6	10.238750999999999
56	6	5	5.77226
55	6	4	5.400256
54	6	3	3.7971760000000003
53	6	2	1.3910959999999999
52	6	1	8.033717
51	5	14	2.385684
50	5	13	2.777149
49	5	12	3.6188580000000004
48	5	11	1.8603009999999998
47	5	10	2.5123279999999997
46	5	9	1.919561
45	5	8	2.358529
44	5	7	2.1552029999999998
43	5	6	1.4708700000000001
42	5	5	1.503876
41	5	4	1.779764
40	5	3	1.811969
39	5	2	1.5339
38	5	1	1.8463080000000003
37	4	9	0.647383
36	4	8	2.585739
35	4	7	7.433213
34	4	6	4.467708
33	4	5	6.864699000000001
32	4	4	17.035709
31	4	3	26.954988
30	4	2	16.092152
29	4	1	16.224369
28	3	10	1.8908150000000001
27	3	9	22.561037
26	3	8	0.30184099999999997
25	3	7	3.289444
24	3	6	5.077109
23	3	5	2.076176
22	3	4	5.350624
21	3	3	4.88885
20	3	2	1.593819
19	3	1	-0.004988
18	2	13	-3.221299
17	2	12	-3.9730199999999996
16	2	11	-4.525741
15	2	10	-3.15567
14	2	9	-3.5195519999999996
13	2	8	-4.887413
12	2	7	-5.283027
11	2	6	-4.211441000000001
10	2	5	-4.364699
9	2	4	-5.37179
8	2	3	-4.998246
7	2	2	-3.4586089999999996
6	2	1	-3.247978
5	1	6	-2.118267
4	1	5	10.190746
3	1	4	20.40501
2	1	3	-20.453654999999998
1	1	2	35.864464
0	1	1	-23.546043
