	k	i	s
90	10	6	-1.021762
89	10	5	-1.1402379999999999
88	10	4	-1.634832
87	10	3	-1.277061
86	10	2	-1.620385
85	10	1	-1.394619
84	9	9	-0.367647
83	9	8	0.778903
82	9	7	0.8930049999999999
81	9	6	3.990363
80	9	5	4.776606
79	9	4	2.553172
78	9	3	1.3546610000000001
77	9	2	8.049147999999999
76	9	1	1.655647
75	8	7	2.200454
74	8	6	6.088673
73	8	5	4.169608
72	8	4	14.701242
71	8	3	13.07641
70	8	2	3.154068
69	8	1	2.769325
68	7	9	1.9416240000000002
67	7	8	5.367134
66	7	7	4.026129
65	7	6	5.94991
64	7	5	8.615888
63	7	4	3.2589599999999996
62	7	3	11.328277
61	7	2	2.111176
60	7	1	3.549801
59	6	8	1.470173
58	6	7	0.208277
57	6	6	-1.2318149999999999
56	6	5	-2.861277
55	6	4	-2.157368
54	6	3	-3.835754
53	6	2	-2.507229
52	6	1	-2.645491
51	5	14	-2.811395
50	5	13	-2.7359560000000003
49	5	12	-3.0076009999999997
48	5	11	-2.744443
47	5	10	-3.0241849999999997
46	5	9	-2.2970669999999997
45	5	8	-2.348622
44	5	7	-2.301195
43	5	6	-2.224333
42	5	5	-1.944782
41	5	4	-1.9811580000000002
40	5	3	-0.685599
39	5	2	-0.49975600000000003
38	5	1	-2.293806
37	4	9	0.9445030000000001
36	4	8	1.335453
35	4	7	11.644503
34	4	6	10.331304
33	4	5	18.62528
32	4	4	24.518
31	4	3	21.440445
30	4	2	23.801995
29	4	1	12.591557
28	3	10	-0.524297
27	3	9	7.424033999999999
26	3	8	2.1728520000000002
25	3	7	9.521322
24	3	6	4.964016
23	3	5	2.503444
22	3	4	3.8105550000000004
21	3	3	3.3636690000000002
20	3	2	1.8526509999999998
19	3	1	1.908696
18	2	13	1.18695
17	2	12	0.60721
16	2	11	1.401619
15	2	10	-1.251716
14	2	9	-1.9770029999999998
13	2	8	-2.42208
12	2	7	-1.787016
11	2	6	-2.154966
10	2	5	-1.508708
9	2	4	-1.3348209999999998
8	2	3	-3.785331
7	2	2	-3.7475099999999997
6	2	1	-11.133492
5	1	6	-1.719688
4	1	5	-1.207411
3	1	4	18.400082
2	1	3	-2.710555
1	1	2	18.723131
0	1	1	-3.448064
