	k	i	s
90	10	6	-1.854425
89	10	5	-0.612276
88	10	4	-1.085184
87	10	3	0.08311900000000001
86	10	2	-0.124704
85	10	1	-0.6544
84	9	9	8.459764
83	9	8	7.5404789999999995
82	9	7	4.478177
81	9	6	2.132469
80	9	5	2.1559169999999996
79	9	4	1.7698990000000001
78	9	3	1.631512
77	9	2	6.588038
76	9	1	2.0650180000000002
75	8	7	0.408593
74	8	6	1.1162239999999999
73	8	5	1.562561
72	8	4	2.4184759999999996
71	8	3	3.246639
70	8	2	1.534899
69	8	1	1.2105350000000001
68	7	9	2.3665689999999997
67	7	8	10.420819
66	7	7	5.471067
65	7	6	12.931742
64	7	5	22.357840000000003
63	7	4	9.365662
62	7	3	7.9129130000000005
61	7	2	7.664647
60	7	1	3.101938
59	6	8	3.164641
58	6	7	4.867828
57	6	6	5.911208
56	6	5	5.367776
55	6	4	3.910427
54	6	3	4.2308129999999995
53	6	2	2.155281
52	6	1	5.819662999999999
51	5	14	3.8363419999999997
50	5	13	1.585598
49	5	12	3.3873260000000003
48	5	11	2.0960229999999997
47	5	10	2.507589
46	5	9	2.074479
45	5	8	2.91843
44	5	7	2.588434
43	5	6	3.5107730000000004
42	5	5	3.5619410000000005
41	5	4	4.93745
40	5	3	4.877111
39	5	2	3.986928
38	5	1	4.187352
37	4	9	1.20555
36	4	8	4.856527
35	4	7	11.973801
34	4	6	22.923008
33	4	5	38.632519
32	4	4	27.012659000000003
31	4	3	23.26615
30	4	2	10.999372
29	4	1	16.056623000000002
28	3	10	3.694893
27	3	9	-9.564373
26	3	8	-0.22695900000000002
25	3	7	0.618352
24	3	6	1.809682
23	3	5	2.3965490000000003
22	3	4	5.441686
21	3	3	3.990453
20	3	2	6.449426
19	3	1	5.15325
18	2	13	-1.6460419999999998
17	2	12	-2.708707
16	2	11	-2.045619
15	2	10	-3.91121
14	2	9	-4.143729
13	2	8	-4.586325
12	2	7	-3.5436120000000004
11	2	6	-3.7186169999999996
10	2	5	-5.06439
9	2	4	-5.588312999999999
8	2	3	-5.89026
7	2	2	-5.699834
6	2	1	-8.638345
5	1	6	5.471749
4	1	5	0.972794
3	1	4	-2.112416
2	1	3	-0.86441
1	1	2	4.344292
0	1	1	-11.097055000000001
