	k	i	s
90	10	6	-0.053684
89	10	5	-0.108749
88	10	4	-0.60241
87	10	3	-0.6017359999999999
86	10	2	-0.729168
85	10	1	-1.502422
84	9	9	-0.253281
83	9	8	-0.574904
82	9	7	1.631485
81	9	6	1.980957
80	9	5	2.2997360000000002
79	9	4	1.705557
78	9	3	1.365134
77	9	2	2.172604
76	9	1	1.477447
75	8	7	1.6658169999999999
74	8	6	2.526179
73	8	5	3.42458
72	8	4	1.962838
71	8	3	1.240374
70	8	2	1.182891
69	8	1	0.690442
68	7	9	2.234034
67	7	8	8.520502
66	7	7	10.159523
65	7	6	20.657448
64	7	5	11.780081
63	7	4	10.933064
62	7	3	17.284999
61	7	2	2.233244
60	7	1	4.216305999999999
59	6	8	1.2131399999999999
58	6	7	2.299984
57	6	6	9.001966
56	6	5	8.056898
55	6	4	7.780308
54	6	3	3.943897
53	6	2	2.832071
52	6	1	7.444902000000001
51	5	14	0.334756
50	5	13	2.096982
49	5	12	1.9999740000000001
48	5	11	1.155251
47	5	10	1.38678
46	5	9	1.242618
45	5	8	1.877487
44	5	7	1.731956
43	5	6	2.534974
42	5	5	2.514084
41	5	4	2.3620360000000002
40	5	3	2.4548330000000003
39	5	2	2.156653
38	5	1	2.464664
37	4	9	0.9166620000000001
36	4	8	0.38559299999999996
35	4	7	0.811975
34	4	6	13.772222
33	4	5	5.842726
32	4	4	-4.05478
31	4	3	43.221077
30	4	2	-3.8760269999999997
29	4	1	51.138252
28	3	10	7.905334
27	3	9	26.403971000000002
26	3	8	-2.843305
25	3	7	27.100807
24	3	6	-5.838161
23	3	5	-3.869074
22	3	4	-4.310715
21	3	3	-2.195705
20	3	2	-3.382772
19	3	1	-0.8221510000000001
18	2	13	-2.615785
17	2	12	-2.914964
16	2	11	-3.3551559999999996
15	2	10	-6.245936
14	2	9	-5.04552
13	2	8	-5.542463
12	2	7	-5.30959
11	2	6	-5.561444
10	2	5	-5.886662
9	2	4	-6.230059
8	2	3	-4.81925
7	2	2	-4.757471
6	2	1	-11.385784
5	1	6	-9.876206
4	1	5	-7.907936
3	1	4	6.187549
2	1	3	-13.363941
1	1	2	5.657266
0	1	1	-15.464666000000001
