	k	i	s
90	10	6	-1.5781889999999998
89	10	5	-1.893304
88	10	4	-1.432416
87	10	3	-1.666724
86	10	2	-1.743023
85	10	1	-1.807996
84	9	9	0.350908
83	9	8	0.3004
82	9	7	0.597292
81	9	6	3.4917019999999996
80	9	5	3.030365
79	9	4	1.176192
78	9	3	0.853533
77	9	2	5.415482000000001
76	9	1	1.377884
75	8	7	1.811104
74	8	6	3.184314
73	8	5	3.5599519999999996
72	8	4	4.105198000000001
71	8	3	5.739602
70	8	2	6.044105
69	8	1	1.9089200000000002
68	7	9	2.7219759999999997
67	7	8	3.5373410000000005
66	7	7	2.4102509999999997
65	7	6	11.15107
64	7	5	15.582768999999999
63	7	4	20.864919
62	7	3	19.005763
61	7	2	8.071641
60	7	1	4.095665
59	6	8	1.95154
58	6	7	1.762605
57	6	6	7.648314999999999
56	6	5	6.052098
55	6	4	9.579633
54	6	3	6.880232
53	6	2	5.660707
52	6	1	5.146539
51	5	14	1.6664560000000002
50	5	13	1.6032870000000001
49	5	12	1.727602
48	5	11	0.8247639999999999
47	5	10	0.526867
46	5	9	1.756674
45	5	8	1.875686
44	5	7	2.190957
43	5	6	2.221592
42	5	5	2.610995
41	5	4	2.738045
40	5	3	2.56385
39	5	2	2.7624779999999998
38	5	1	1.52427
37	4	9	0.41901099999999997
36	4	8	1.8162189999999998
35	4	7	1.503261
34	4	6	8.276958
33	4	5	14.106851999999998
32	4	4	13.489104999999999
31	4	3	15.767292000000001
30	4	2	19.790438
29	4	1	-18.45104
28	3	10	3.7507940000000004
27	3	9	27.144869
26	3	8	6.7074940000000005
25	3	7	28.749596
24	3	6	-0.713974
23	3	5	2.8211720000000002
22	3	4	-0.14177
21	3	3	1.064206
20	3	2	6.896022
19	3	1	-1.192727
18	2	13	-2.0206619999999997
17	2	12	-2.903505
16	2	11	-0.830349
15	2	10	-4.34901
14	2	9	-3.081716
13	2	8	-3.022169
12	2	7	-4.328544
11	2	6	-4.781181
10	2	5	-3.435856
9	2	4	-4.323748999999999
8	2	3	-4.755527
7	2	2	-4.732597
6	2	1	-7.306759
5	1	6	2.878266
4	1	5	2.4051400000000003
3	1	4	11.775730000000001
2	1	3	4.421525
1	1	2	13.047839999999999
0	1	1	4.833305
