	k	i	s
90	10	6	-0.941152
89	10	5	-1.477308
88	10	4	-1.614949
87	10	3	-0.833032
86	10	2	-0.837724
85	10	1	-2.796745
84	9	9	-1.240811
83	9	8	-0.49252799999999997
82	9	7	1.1487040000000002
81	9	6	2.154008
80	9	5	2.323961
79	9	4	5.929655
78	9	3	0.30879
77	9	2	3.053399
76	9	1	2.5005830000000002
75	8	7	0.600036
74	8	6	4.391977
73	8	5	0.043506
72	8	4	-0.26571300000000003
71	8	3	-1.647857
70	8	2	-2.1326970000000003
69	8	1	-7.3115369999999995
68	7	9	4.334193
67	7	8	5.299279
66	7	7	3.216806
65	7	6	7.388807
64	7	5	2.532608
63	7	4	1.9542419999999998
62	7	3	1.5741020000000001
61	7	2	6.102650000000001
60	7	1	2.9864610000000003
59	6	8	2.361152
58	6	7	5.602266999999999
57	6	6	3.493649
56	6	5	2.860385
55	6	4	4.369407
54	6	3	2.368905
53	6	2	2.11942
52	6	1	0.298188
51	5	14	2.31009
50	5	13	2.625741
49	5	12	2.501785
48	5	11	1.8068970000000002
47	5	10	1.396941
46	5	9	2.332072
45	5	8	2.1203
44	5	7	2.6520040000000003
43	5	6	2.542657
42	5	5	3.931235
41	5	4	4.052042
40	5	3	3.7665559999999996
39	5	2	3.8516760000000003
38	5	1	6.548366000000001
37	4	9	2.687767
36	4	8	3.1886349999999997
35	4	7	7.307167
34	4	6	7.195778999999999
33	4	5	18.594145
32	4	4	26.971449
31	4	3	3.6217029999999997
30	4	2	22.703623
29	4	1	2.633404
28	3	10	0.669281
27	3	9	22.714095999999998
26	3	8	2.246081
25	3	7	27.770540000000004
24	3	6	-0.7866810000000001
23	3	5	0.496855
22	3	4	3.992754
21	3	3	6.1954080000000005
20	3	2	5.780204
19	3	1	4.289087
18	2	13	-2.5539490000000002
17	2	12	-3.4461809999999997
16	2	11	-3.790456
15	2	10	-5.193768
14	2	9	-5.854635
13	2	8	-5.085869000000001
12	2	7	-5.388657
11	2	6	-5.695862
10	2	5	-6.037575
9	2	4	-5.902866
8	2	3	-6.167532
7	2	2	-4.550376
6	2	1	-4.255241000000001
5	1	6	-4.015576
4	1	5	-3.6332139999999997
3	1	4	-5.133354
2	1	3	-4.550288
1	1	2	0.6941649999999999
0	1	1	-12.372193
