	k	i	s
90	10	6	-0.172185
89	10	5	-0.490932
88	10	4	-1.1369360000000002
87	10	3	-0.690883
86	10	2	-0.615043
85	10	1	-1.797009
84	9	9	-1.273359
83	9	8	-1.636684
82	9	7	-0.8735129999999999
81	9	6	-0.457405
80	9	5	0.192646
79	9	4	0.630749
78	9	3	0.605443
77	9	2	1.55727
76	9	1	-4.2038839999999995
75	8	7	-0.628099
74	8	6	-1.242543
73	8	5	-0.238927
72	8	4	0.009442
71	8	3	-0.309863
70	8	2	0.805593
69	8	1	-0.9172870000000001
68	7	9	1.7066500000000002
67	7	8	0.8757959999999999
66	7	7	1.7852849999999998
65	7	6	9.070905999999999
64	7	5	2.654678
63	7	4	8.535938999999999
62	7	3	7.488967999999999
61	7	2	4.083145
60	7	1	4.481898999999999
59	6	8	0.9069520000000001
58	6	7	0.161831
57	6	6	-2.228545
56	6	5	-1.098017
55	6	4	-3.4122239999999997
54	6	3	-1.868571
53	6	2	-4.365319
52	6	1	-5.962486
51	5	14	-0.503504
50	5	13	-1.022774
49	5	12	-2.141082
48	5	11	-1.388838
47	5	10	1.03459
46	5	9	0.558908
45	5	8	-0.47179899999999997
44	5	7	-1.011095
43	5	6	-0.682573
42	5	5	-0.6647850000000001
41	5	4	0.23408299999999999
40	5	3	0.25422100000000003
39	5	2	0.986207
38	5	1	1.322638
37	4	9	0.626976
36	4	8	1.621226
35	4	7	5.06037
34	4	6	3.613125
33	4	5	5.722638
32	4	4	8.582094999999999
31	4	3	19.436344000000002
30	4	2	3.104746
29	4	1	30.275896000000003
28	3	10	6.628788
27	3	9	18.59903
26	3	8	0.007816
25	3	7	3.231712
24	3	6	3.701976
23	3	5	1.458287
22	3	4	2.1217919999999997
21	3	3	3.5104629999999997
20	3	2	3.1181099999999997
19	3	1	2.457479
18	2	13	-2.085638
17	2	12	-5.311614
16	2	11	-4.103549
15	2	10	-5.745953
14	2	9	-5.571726
13	2	8	-6.03218
12	2	7	-5.761234
11	2	6	-6.041108
10	2	5	-6.591517999999999
9	2	4	-7.019143
8	2	3	-5.157325
7	2	2	-4.757155
6	2	1	-12.848934
5	1	6	-1.298132
4	1	5	-1.5754709999999998
3	1	4	31.898735
2	1	3	-5.685459
1	1	2	31.562084000000002
0	1	1	-9.125418
