	k	i	s
90	10	6	-1.379772
89	10	5	-0.683443
88	10	4	-0.984234
87	10	3	-1.107234
86	10	2	-1.346861
85	10	1	-2.235911
84	9	9	0.9365340000000001
83	9	8	-0.21838200000000002
82	9	7	1.4727780000000001
81	9	6	1.3422450000000001
80	9	5	1.343459
79	9	4	1.0715290000000002
78	9	3	0.412685
77	9	2	0.617252
76	9	1	-0.016941
75	8	7	1.969193
74	8	6	1.1586670000000001
73	8	5	1.8445919999999998
72	8	4	4.7374540000000005
71	8	3	3.572804
70	8	2	1.717138
69	8	1	1.2548709999999998
68	7	9	2.564061
67	7	8	3.7774050000000003
66	7	7	9.814081
65	7	6	17.462477999999997
64	7	5	7.4203779999999995
63	7	4	4.972434
62	7	3	4.182466000000001
61	7	2	5.2101
60	7	1	2.117905
59	6	8	1.491414
58	6	7	-3.036944
57	6	6	-3.470004
56	6	5	-1.329395
55	6	4	-2.94061
54	6	3	-5.098481
53	6	2	-2.49503
52	6	1	-8.397648
51	5	14	-1.709709
50	5	13	0.06932200000000001
49	5	12	-0.23167800000000002
48	5	11	-1.278534
47	5	10	-1.643843
46	5	9	-0.706703
45	5	8	-0.701087
44	5	7	-0.728789
43	5	6	-0.8919809999999999
42	5	5	-1.929136
41	5	4	-2.256679
40	5	3	-0.001607
39	5	2	0.06528300000000001
38	5	1	0.268316
37	4	9	0.680389
36	4	8	0.666407
35	4	7	10.664845
34	4	6	11.013846000000001
33	4	5	22.682762
32	4	4	24.951044
31	4	3	40.419456
30	4	2	33.186695
29	4	1	24.975128
28	3	10	4.029114
27	3	9	13.204951000000001
26	3	8	4.07841
25	3	7	9.632277
24	3	6	2.741302
23	3	5	-1.603899
22	3	4	0.933745
21	3	3	-3.3999580000000003
20	3	2	-0.358935
19	3	1	4.383088
18	2	13	-2.742782
17	2	12	-4.35196
16	2	11	-4.058056
15	2	10	-6.246862
14	2	9	-5.042892
13	2	8	-5.40407
12	2	7	-4.339143
11	2	6	-4.536397
10	2	5	-4.094785
9	2	4	-4.079753
8	2	3	-3.1760099999999998
7	2	2	-3.056991
6	2	1	-9.500808000000001
5	1	6	-2.725278
4	1	5	-0.505837
3	1	4	2.002043
2	1	3	-0.573941
1	1	2	5.026415
0	1	1	-8.778626
