	k	i	s
78	10	6	-0.343964
77	10	5	-0.180065
76	10	4	0.48405299999999996
75	10	3	0.679359
74	10	2	1.9560369999999998
73	10	1	1.197058
72	9	9	1.072806
71	9	8	2.2911509999999997
70	9	7	1.072646
69	9	6	0.619977
68	9	5	0.396827
67	9	4	-0.25082899999999997
66	9	3	-0.444072
65	9	2	-0.730349
64	9	1	-3.152284
63	8	7	-2.327886
62	8	6	-2.224691
61	8	5	-2.586707
60	8	4	-1.6855040000000001
59	8	3	-1.777986
58	8	2	-1.136846
57	8	1	-0.929634
56	7	9	3.5801580000000004
55	7	8	7.025469
54	7	7	2.962144
53	7	6	8.316168
52	7	5	4.946823999999999
51	7	4	5.234111
50	7	3	22.313254
49	7	2	19.684123999999997
48	7	1	-0.47011499999999995
47	6	8	3.2156849999999997
46	6	7	9.431439
45	6	6	13.025297
44	6	5	12.078084
43	6	4	6.626268
42	6	3	4.474128
41	6	2	5.4576080000000005
40	6	1	4.3120650000000005
39	5	14	3.364947
38	5	13	4.5749889999999995
37	5	12	4.925251
36	5	11	3.424218
35	5	10	3.185084
34	5	9	3.11743
33	5	8	3.1115909999999998
32	5	7	4.137409
31	5	6	4.2350129999999995
30	5	5	3.9554650000000002
29	5	4	4.140001
28	5	3	3.757431
27	5	2	4.034679
26	5	1	4.913130000000001
25	4	9	1.5406739999999999
24	4	8	3.088343
23	4	7	1.706984
22	4	6	6.527982
21	4	5	7.753157000000001
20	4	4	0.057271
19	4	3	64.257126
18	4	2	18.379732
17	4	1	37.876728
16	3	10	2.641049
15	3	9	30.429578999999997
14	3	8	-5.252268
13	3	7	55.487503000000004
12	3	6	-1.607805
11	3	5	0.778251
10	3	4	4.333747
9	3	3	6.065144
8	3	2	9.422032000000002
7	3	1	3.286457
6	2	13	-7.809163000000001
5	2	12	-14.162817
4	2	11	-5.767533
3	2	10	-16.616364
2	2	1	-10.641202
1	1	6	4.870572
0	1	1	-6.163156
