k	j	i	s	
10	101	6	-0.333568	
10	101	5	-0.370221	
10	100	4	-0.990335	
10	100	3	-0.591138	
10	99	2	0.056839	
10	98	1	-0.950027	
9	98	9	5.756696	
9	97	8	7.737966	
9	96	7	10.766568	
9	95	6	8.567015	
9	94	5	6.426610	
9	93	4	3.793036	
9	92	3	5.418787	
9	91	3	2.691545	
9	90	2	4.808943	
9	89	2	-1.440898	
9	88	1	-0.136526	
8	88	7	0.825526	
8	87	7	0.709293	
8	86	6	-0.858073	
8	85	5	1.758219	
8	84	4	-0.129300	
8	83	3	0.628676	
8	82	2	0.456775	
8	82	1	0.663417	
7	82	9	-0.937931	
7	81	8	-0.284129	
7	81	7	0.391609	
7	80	6	0.813220	
7	79	6	2.190353	
7	78	5	-1.448009	
7	77	5	-0.599251	
7	76	4	-2.164972	
7	75	4	-4.222382	
7	74	3	3.556519	
7	73	3	-5.535152	
7	72	2	3.450230	
7	71	2	0.060479	
7	70	1	5.123814	
6	70	8	0.328008	
6	69	8	-5.072380	
6	68	7	7.097301	
6	67	7	-1.374268	
6	67	6	-1.900891	
6	66	5	5.068662	
6	65	5	1.605902	
6	65	4	0.401969	
6	64	3	3.410380	
6	64	2	0.577465	
6	63	1	-3.041776	
5	63	14	3.528279	
5	63	13	0.911061	
5	62	12	3.540153	
5	62	11	4.020466	
5	61	10	4.777881	
5	61	9	4.303408	
5	60	8	5.196086	
5	60	7	5.038369	
5	59	6	4.981077	
5	59	5	5.027694	
5	58	4	5.455514	
5	58	3	5.415416	
5	57	2	4.220934	
5	57	1	4.612951	
4	57	9	2.631145	
4	56	8	4.528564	
4	56	7	8.689870	
4	55	6	16.473598	
4	54	5	15.415999	
4	53	5	9.589003	
4	52	4	8.685954	
4	51	4	-4.596985	
4	50	3	7.705663	
4	49	2	-2.050231	
4	49	1	-2.276786	
3	49	10	-1.364755	
3	48	9	3.001586	
3	47	9	2.789217	
3	47	8	0.680349	
3	46	7	8.980483	
3	45	6	15.058950	
3	44	5	4.475012	
3	44	4	4.497226	
3	43	3	13.649614	
3	42	2	12.934038	
3	41	2	4.793826	
3	41	1	7.024337	
2	41	13	1.647486	
2	40	12	0.184685	
2	40	11	0.194253	
2	39	10	0.519420	
2	39	9	0.507231	
2	38	8	-1.002424	
2	38	7	-1.017096	
2	37	6	-0.736826	
2	37	5	-0.872822	
2	36	4	-3.295967	
2	36	3	-2.851168	
2	35	2	-1.996963	
2	35	1	-1.956241	
1	35	6	-0.079875	
1	34	5	-1.837605	
1	34	4	1.803637	
1	33	3	4.828828	
1	32	2	3.125107	
1	31	1	3.389831	
