k	j	i	s	
10	189	6	-2.009159	
10	189	5	-2.186961	
10	188	4	-1.291051	
10	188	3	-1.373053	
10	187	2	-1.629859	
10	187	1	-1.555080	
9	187	9	1.442321	
9	186	8	2.566152	
9	185	7	3.260744	
9	185	6	3.256465	
9	184	5	4.376667	
9	183	5	5.163283	
9	182	4	1.956542	
9	182	3	1.380789	
9	181	2	2.039286	
9	181	1	2.980353	
8	181	7	2.292271	
8	180	6	1.295936	
8	180	5	2.254242	
8	179	4	2.334097	
8	179	3	1.002984	
8	178	2	0.898869	
8	178	1	1.083785	
7	178	9	1.003969	
7	177	8	2.044129	
7	176	7	2.119962	
7	175	7	1.048320	
7	174	6	2.241123	
7	173	6	2.948000	
7	172	5	1.685289	
7	171	5	4.185473	
7	170	4	0.013530	
7	169	4	0.061196	
7	168	3	-3.992962	
7	167	3	0.092399	
7	166	2	2.137487	
7	165	2	6.627272	
7	164	1	-3.678843	
6	164	8	-5.111115	
6	163	8	-7.099821	
6	162	7	-2.126928	
6	161	7	3.213411	
6	160	6	-7.524477	
6	159	6	-7.022858	
6	158	5	4.706519	
6	157	5	11.827114	
6	156	4	6.354011	
6	156	3	4.026163	
6	155	2	4.381815	
6	155	1	3.598418	
5	155	14	7.074688	
5	154	13	6.074013	
5	154	12	6.013004	
5	153	11	5.122604	
5	153	10	5.245948	
5	152	9	5.691635	
5	152	8	5.824831	
5	151	7	5.210947	
5	151	6	5.368219	
5	150	5	5.312363	
5	150	4	5.319198	
5	149	3	4.535499	
5	149	2	4.692058	
5	148	1	6.949536	
4	148	9	-1.186157	
4	148	8	0.392571	
4	147	7	-1.027551	
4	147	6	3.151178	
4	146	5	-7.909760	
4	145	5	4.380306	
4	144	4	-7.233889	
4	143	3	55.470043	
4	142	2	-7.156258	
4	141	2	-6.476562	
4	141	1	26.553720	
3	141	10	-2.204636	
3	140	9	5.186181	
3	139	9	34.402039	
3	138	8	0.154874	
3	138	7	5.849374	
3	137	6	8.410123	
3	137	5	4.482488	
3	136	4	8.206117	
3	136	3	10.507952	
3	135	2	8.123773	
3	135	1	7.549771	
2	135	13	5.042866	
2	134	12	6.171428	
2	134	11	5.863947	
2	133	10	5.967036	
2	133	9	5.678113	
2	132	8	5.724980	
2	132	7	5.587444	
2	131	6	5.478049	
2	131	5	5.573467	
2	130	4	4.283800	
2	130	3	4.039353	
2	129	2	3.470053	
2	129	1	3.270698	
1	129	6	5.110401	
1	128	5	1.103428	
1	128	4	2.414237	
1	127	3	25.881987	
1	126	2	6.682869	
1	125	2	16.402966	
1	124	1	-2.397357	
