k	j	i	s	
10	98	6	0.369167	
10	98	5	0.457874	
10	97	4	-0.085264	
10	97	3	-0.104832	
10	96	2	2.636766	
10	95	1	2.321918	
9	95	9	5.118274	
9	94	8	3.611763	
9	93	7	4.268877	
9	92	6	1.856858	
9	92	5	2.182085	
9	91	4	3.553791	
9	90	3	4.721271	
9	89	3	1.296969	
9	88	2	0.807467	
9	87	2	0.857427	
9	86	1	-0.366207	
8	86	7	-0.510008	
8	86	6	-0.472461	
8	85	5	0.036407	
8	84	4	-0.125686	
8	83	3	-0.455572	
8	82	2	0.753734	
8	81	2	1.881051	
8	80	1	-1.582282	
7	80	9	-1.472169	
7	80	8	-2.598305	
7	79	7	-2.866380	
7	79	6	-1.054139	
7	78	5	-2.914073	
7	77	4	-2.406589	
7	76	3	1.374944	
7	75	3	2.117546	
7	74	2	-0.232740	
7	73	2	0.430567	
7	72	1	-0.682228	
6	72	8	-0.955341	
6	71	7	0.987469	
6	71	6	-1.112489	
6	70	5	0.730506	
6	70	4	-2.477521	
6	69	3	-3.039177	
6	69	2	-5.344312	
6	68	1	-7.494530	
5	68	14	1.786909	
5	68	13	0.296207	
5	67	12	1.201208	
5	67	11	2.253031	
5	66	10	3.109985	
5	66	9	2.499945	
5	65	8	2.643139	
5	65	7	2.248119	
5	64	6	3.509985	
5	64	5	3.611454	
5	63	4	4.645694	
5	63	3	4.600545	
5	62	2	4.940903	
5	62	1	4.793908	
4	62	9	1.575335	
4	61	8	3.586124	
4	61	7	7.201645	
4	60	6	20.401432	
4	59	5	20.738674	
4	58	4	20.070740	
4	57	3	26.694965	
4	56	2	14.461671	
4	55	2	4.173465	
4	54	1	12.172856	
3	54	10	-1.958197	
3	53	9	16.105732	
3	52	8	5.080250	
3	51	7	8.850165	
3	51	6	5.825250	
3	50	5	2.368455	
3	50	4	5.485103	
3	49	3	5.846082	
3	48	2	6.642691	
3	48	1	8.049593	
2	48	13	2.874434	
2	47	12	3.160124	
2	47	11	3.112729	
2	46	10	1.389071	
2	46	9	1.320790	
2	45	8	1.955701	
2	45	7	2.079430	
2	44	6	-0.558458	
2	44	5	-0.462709	
2	43	4	-1.465393	
2	43	3	-1.348503	
2	42	2	-1.114802	
2	41	1	-2.529425	
1	41	6	0.873165	
1	41	5	1.788790	
1	40	4	7.528365	
1	39	3	7.965000	
1	38	2	4.613553	
1	37	1	3.400564	
