k	j	i	s	
10	123	6	-2.031828	
10	123	5	-2.130421	
10	122	4	-1.547291	
10	122	3	-1.501482	
10	121	2	-1.403404	
10	121	1	-1.351333	
9	121	9	-0.148917	
9	120	8	2.157594	
9	120	7	2.468172	
9	119	6	3.103091	
9	118	5	1.049619	
9	117	5	3.648326	
9	116	4	5.323522	
9	115	3	9.043525	
9	114	2	5.404369	
9	113	2	0.778100	
9	112	1	-1.553721	
8	112	7	-0.868857	
8	111	7	2.028912	
8	111	6	1.884968	
8	110	5	2.206732	
8	109	4	3.027727	
8	108	3	1.868821	
8	107	2	0.880594	
8	106	1	0.635096	
7	106	9	1.433027	
7	105	8	1.578089	
7	104	7	2.025481	
7	103	6	2.427233	
7	102	5	5.488883	
7	101	5	1.295275	
7	100	4	3.393628	
7	99	4	0.907645	
7	98	3	5.067317	
7	97	3	3.443819	
7	96	2	7.279806	
7	95	2	3.157747	
7	95	1	4.648283	
6	95	8	6.970940	
6	94	7	11.780893	
6	93	6	22.551231	
6	92	5	24.621700	
6	91	4	25.834312	
6	90	3	21.487207	
6	89	2	11.677238	
6	89	1	11.065588	
5	89	14	5.269198	
5	88	13	7.351143	
5	88	12	8.038401	
5	87	11	7.078438	
5	87	10	7.157303	
5	86	9	6.717751	
5	86	8	6.812992	
5	85	7	5.398655	
5	85	6	5.492214	
5	84	5	3.801047	
5	84	4	3.956855	
5	83	3	2.442281	
5	83	2	2.829806	
5	82	1	5.206677	
4	82	9	-1.069558	
4	82	8	0.688979	
4	81	7	-1.833445	
4	81	6	1.136211	
4	80	5	2.763543	
4	79	4	10.361807	
4	78	3	27.731400	
4	77	2	4.601529	
4	77	1	-1.869242	
3	77	10	0.250958	
3	76	9	-6.083599	
3	76	8	-0.213366	
3	75	7	1.451203	
3	75	6	6.934496	
3	74	5	8.266126	
3	74	4	4.297503	
3	73	3	10.252252	
3	73	2	7.271141	
3	72	1	-5.793132	
2	72	13	1.333039	
2	72	12	0.399639	
2	71	11	3.074101	
2	71	10	0.660017	
2	70	9	1.378763	
2	70	8	1.037384	
2	69	7	2.457463	
2	69	6	2.431889	
2	68	5	2.592679	
2	68	4	2.516563	
2	67	3	2.793278	
2	67	2	2.742993	
2	66	1	6.346420	
1	66	6	3.277032	
1	66	5	5.117491	
1	65	4	5.024986	
1	65	3	4.615394	
1	64	2	22.122944	
1	63	2	12.040706	
1	62	1	10.501734	
