k	j	i	s	
10	101	6	-0.362303	
10	101	5	-0.400581	
10	100	4	-1.030509	
10	100	3	-0.633563	
10	99	2	-0.040373	
10	98	1	-1.053687	
9	98	9	5.624058	
9	97	8	7.600178	
9	96	7	10.629549	
9	95	6	8.410782	
9	94	5	6.267519	
9	93	4	3.632895	
9	92	3	5.301653	
9	91	3	2.571736	
9	90	2	4.643337	
9	89	2	-1.552884	
9	88	1	-0.142268	
8	88	7	0.832273	
8	87	7	0.785567	
8	86	6	-0.747825	
8	85	5	1.834684	
8	84	4	-0.104597	
8	83	3	0.683391	
8	82	2	0.460942	
8	82	1	0.665079	
7	82	9	-1.019994	
7	81	8	-0.331965	
7	81	7	0.339202	
7	80	6	0.654875	
7	79	6	2.099426	
7	78	5	-1.614727	
7	77	5	-0.686212	
7	76	4	-2.215857	
7	75	4	-4.316917	
7	74	3	3.525404	
7	73	3	-5.712132	
7	72	2	3.563742	
7	71	2	-0.125295	
7	70	1	5.181112	
6	70	8	0.337366	
6	69	8	-5.072880	
6	68	7	7.023834	
6	67	7	-1.422852	
6	67	6	-1.931141	
6	66	5	5.072524	
6	65	5	1.597040	
6	65	4	0.407623	
6	64	3	3.407444	
6	64	2	0.580841	
6	63	1	-3.076831	
5	63	14	3.536041	
5	63	13	0.902003	
5	62	12	3.536620	
5	62	11	4.003082	
5	61	10	4.770379	
5	61	9	4.291260	
5	60	8	5.182065	
5	60	7	5.025239	
5	59	6	4.981881	
5	59	5	5.030249	
5	58	4	5.446915	
5	58	3	5.406845	
5	57	2	4.210557	
5	57	1	4.602489	
4	57	9	2.621406	
4	56	8	4.519975	
4	56	7	8.671701	
4	55	6	16.462109	
4	54	5	15.338020	
4	53	5	9.540856	
4	52	4	8.634414	
4	51	4	-4.621383	
4	50	3	7.527729	
4	49	2	-2.198951	
4	49	1	-2.334547	
3	49	10	-1.387813	
3	48	9	2.973474	
3	47	9	2.798572	
3	47	8	0.681157	
3	46	7	9.029605	
3	45	6	15.017875	
3	44	5	4.456405	
3	44	4	4.505431	
3	43	3	13.561564	
3	42	2	12.959364	
3	41	2	4.819156	
3	41	1	7.024305	
2	41	13	1.693882	
2	40	12	0.211567	
2	40	11	0.225156	
2	39	10	0.571577	
2	39	9	0.558423	
2	38	8	-0.957008	
2	38	7	-0.971374	
2	37	6	-0.687059	
2	37	5	-0.826941	
2	36	4	-3.256491	
2	36	3	-2.820573	
2	35	2	-1.960073	
2	35	1	-1.932323	
1	35	6	-0.046802	
1	34	5	-1.816650	
1	34	4	1.819660	
1	33	3	5.132312	
1	32	2	3.105801	
1	31	1	3.639666	
