k	j	i	s	
10	98	6	-2.079551	
10	98	5	-2.762899	
10	97	4	-2.366731	
10	97	3	-2.620344	
10	96	2	-2.525791	
10	96	1	-2.541736	
9	96	9	1.274848	
9	95	8	0.518608	
9	95	7	1.121976	
9	94	6	4.641469	
9	93	5	2.208750	
9	93	4	1.758161	
9	92	3	8.667156	
9	91	3	2.774400	
9	90	2	2.784903	
9	90	1	4.858410	
8	90	7	2.594581	
8	89	6	1.359210	
8	89	5	1.746797	
8	88	4	0.158647	
8	87	4	1.023416	
8	86	3	-1.102817	
8	86	2	-1.354586	
8	85	1	-3.331589	
7	85	9	-2.284068	
7	85	8	-2.362076	
7	84	7	-4.115179	
7	83	6	-2.564929	
7	82	5	-4.405862	
7	81	5	-2.919087	
7	80	4	-2.711284	
7	79	4	-3.532775	
7	78	3	-0.608240	
7	77	3	-3.007823	
7	76	2	5.157405	
7	75	2	-1.583456	
7	74	1	3.247922	
6	74	8	-0.919367	
6	73	8	-4.013745	
6	72	7	4.975467	
6	71	7	2.091508	
6	70	6	-1.577153	
6	69	5	1.914033	
6	69	4	-1.105698	
6	68	3	-0.637624	
6	68	2	-4.813073	
6	67	1	-7.450087	
5	67	14	1.847203	
5	67	13	1.210371	
5	66	12	1.371115	
5	66	11	3.545189	
5	65	10	4.320249	
5	65	9	3.610162	
5	64	8	4.671842	
5	64	7	4.396491	
5	63	6	4.093719	
5	63	5	4.111841	
5	62	4	4.958563	
5	62	3	4.995826	
5	61	2	3.359521	
5	61	1	3.644268	
4	61	9	3.737158	
4	60	8	6.042483	
4	60	7	11.279652	
4	59	6	11.491190	
4	58	5	19.681631	
4	57	5	5.526003	
4	57	4	3.394314	
4	56	3	16.193304	
4	55	3	41.966488	
4	54	2	-0.630561	
4	53	2	-3.954532	
4	53	1	17.649513	
3	53	10	-4.486773	
3	52	9	1.814526	
3	51	9	15.702885	
3	50	8	0.302386	
3	49	7	36.388428	
3	48	6	4.846656	
3	48	5	6.523910	
3	47	4	6.989346	
3	47	3	7.528308	
3	46	2	6.646934	
3	46	1	3.630579	
2	46	13	4.282462	
2	45	12	4.656614	
2	45	11	4.400191	
2	44	10	2.973253	
2	44	9	2.758518	
2	43	8	3.328341	
2	43	7	3.219998	
2	42	6	1.693184	
2	42	5	1.567702	
2	41	4	1.084396	
2	41	3	1.035143	
2	40	2	0.212950	
2	40	1	-0.490278	
1	40	6	-2.939853	
1	39	5	5.119922	
1	39	4	10.715193	
1	38	3	3.151280	
1	37	2	23.985384	
1	36	1	0.416326	
