	k	i	s
90	10	6	-0.792709
89	10	5	-0.9330379999999999
88	10	4	-1.347504
87	10	3	-2.505887
86	10	2	-2.256891
85	10	1	-3.023935
84	9	9	12.929627
83	9	8	-2.291145
82	9	7	3.6001540000000003
81	9	6	1.345465
80	9	5	0.972033
79	9	4	0.6513979999999999
78	9	3	2.241682
77	9	2	1.1863700000000001
76	9	1	-0.9895299999999999
75	8	7	5.084002
74	8	6	1.9826540000000001
73	8	5	4.032354
72	8	4	10.948266
71	8	3	7.372939000000001
70	8	2	6.812821
69	8	1	5.527499
68	7	9	1.760218
67	7	8	1.326851
66	7	7	0.03428
65	7	6	0.8364440000000001
64	7	5	-3.927517
63	7	4	-9.759944
62	7	3	1.109403
61	7	2	-0.604024
60	7	1	2.612202
59	6	8	4.034188
58	6	7	0.8908159999999999
57	6	6	-4.361282
56	6	5	3.6170149999999994
55	6	4	1.469018
54	6	3	1.229715
53	6	2	0.08706699999999999
52	6	1	-0.10536300000000001
51	5	14	3.9650819999999998
50	5	13	9.405215
49	5	12	6.638586999999999
48	5	11	6.2969610000000005
47	5	10	6.303477
46	5	9	5.681237
45	5	8	4.036505
44	5	7	1.3714950000000001
43	5	6	-6.13911
42	5	5	-2.1622060000000003
41	5	4	-2.3259669999999995
40	5	3	2.550761
39	5	2	2.469273
38	5	1	4.313365
37	4	9	0.26336
36	4	8	-2.1313
35	4	7	34.788956
34	4	6	-0.020865
33	4	5	3.638272
32	4	4	5.074488
31	4	3	-18.756961999999998
30	4	2	-30.788646999999997
29	4	1	-63.813423
28	3	10	5.299869999999999
27	3	9	23.633722
26	3	8	7.94722
25	3	7	50.642067
24	3	6	9.269842999999998
23	3	5	13.089927000000001
22	3	4	13.799141
21	3	3	27.714100000000002
20	3	2	6.3415040000000005
19	3	1	8.392228999999999
18	2	13	0.154527
17	2	12	-3.389755
16	2	11	-3.9479699999999998
15	2	10	-5.144572
14	2	9	-5.517968
13	2	8	-6.036993
12	2	7	-4.615365
11	2	6	-4.61529
10	2	5	-4.989666000000001
9	2	4	-4.60998
8	2	3	-2.1140689999999998
7	2	2	-1.852572
6	2	1	-7.878147
5	1	6	-1.693355
4	1	5	-1.427214
3	1	4	-7.017580000000001
2	1	3	-8.578261999999999
1	1	2	6.6707339999999995
0	1	1	-18.385481
