	k	i	s
90	10	6	-3.1151310000000003
89	10	5	-1.483563
88	10	4	-1.499556
87	10	3	-1.643343
86	10	2	-1.427497
85	10	1	0.383961
84	9	9	5.445822000000001
83	9	8	-1.356233
82	9	7	-0.363473
81	9	6	0.317114
80	9	5	1.142625
79	9	4	-0.23873200000000003
78	9	3	20.153440000000003
77	9	2	13.218465
76	9	1	-4.352648
75	8	7	11.829891000000002
74	8	6	-3.398382
73	8	5	-1.3196780000000001
72	8	4	-2.7979960000000004
71	8	3	-1.300891
70	8	2	1.844931
69	8	1	-0.104129
68	7	9	-0.6533220000000001
67	7	8	0.18932100000000002
66	7	7	0.56084
65	7	6	-7.104666
64	7	5	-2.688057
63	7	4	-1.014727
62	7	3	-4.199185
61	7	2	-3.3496070000000002
60	7	1	4.424257
59	6	8	4.642735
58	6	7	-3.695207
57	6	6	0.15269000000000002
56	6	5	-0.446313
55	6	4	-1.6739830000000002
54	6	3	-3.16971
53	6	2	-4.390562999999999
52	6	1	-3.782895
51	5	14	-0.22395900000000002
50	5	13	0.296453
49	5	12	0.396331
48	5	11	0.939888
47	5	10	0.595093
46	5	9	0.159032
45	5	8	0.378438
44	5	7	0.17486500000000002
43	5	6	0.281354
42	5	5	-0.707959
41	5	4	-0.696484
40	5	3	-0.938933
39	5	2	-0.9751920000000001
38	5	1	-5.522164
37	4	9	-2.105102
36	4	8	-2.66172
35	4	7	-9.453261
34	4	6	-22.943992
33	4	5	-31.086660000000002
32	4	4	-36.834906
31	4	3	26.283070000000002
30	4	2	-17.201534
29	4	1	29.181696000000002
28	3	10	-3.2314749999999997
27	3	9	40.113479999999996
26	3	8	1.3463479999999999
25	3	7	52.936939
24	3	6	3.311405
23	3	5	5.261067
22	3	4	9.721395
21	3	3	11.376178999999999
20	3	2	17.232854
19	3	1	5.21684
18	2	13	0.5304399999999999
17	2	12	-2.21005
16	2	11	-0.966799
15	2	10	-2.269284
14	2	9	-2.608056
13	2	8	-2.886861
12	2	7	-2.540834
11	2	6	-2.879267
10	2	5	-2.52688
9	2	4	-2.7473419999999997
8	2	3	-4.803973
7	2	2	-4.334144
6	2	1	-8.578526
5	1	6	-2.5400930000000006
4	1	5	-7.47577
3	1	4	18.858249999999998
2	1	3	1.083483
1	1	2	26.850675000000003
0	1	1	-3.633997
