	k	i	s
90	10	6	-0.879814
89	10	5	-0.38598299999999997
88	10	4	-0.61092
87	10	3	-0.39511999999999997
86	10	2	-0.266383
85	10	1	0.637621
84	9	9	2.8749739999999995
83	9	8	-3.915407
82	9	7	1.8006779999999998
81	9	6	1.7783810000000002
80	9	5	-1.201938
79	9	4	-1.163203
78	9	3	11.141777000000001
77	9	2	2.241717
76	9	1	12.944006
75	8	7	7.241552
74	8	6	6.047023
73	8	5	4.992763
72	8	4	2.838087
71	8	3	6.165814999999999
70	8	2	4.517174
69	8	1	1.6442029999999999
68	7	9	-0.994195
67	7	8	-0.119868
66	7	7	-0.011111
65	7	6	-6.790335000000001
64	7	5	-1.9679730000000002
63	7	4	-2.448804
62	7	3	1.0525800000000003
61	7	2	2.371638
60	7	1	-6.192069999999999
59	6	8	-5.876026
58	6	7	-2.2348630000000003
57	6	6	-2.0503099999999996
56	6	5	-1.66177
55	6	4	-4.202229
54	6	3	-2.964098
53	6	2	-2.215106
52	6	1	-9.684233
51	5	14	-4.4542209999999995
50	5	13	-3.18354
49	5	12	-0.46596899999999997
48	5	11	-0.552829
47	5	10	-1.861715
46	5	9	-3.568256
45	5	8	-2.936992
44	5	7	-2.674262
43	5	6	-8.692308
42	5	5	-1.59751
41	5	4	-1.2363680000000001
40	5	3	8.702739
39	5	2	5.907297
38	5	1	6.004272
37	4	9	3.875548
36	4	8	1.2121709999999999
35	4	7	25.312777
34	4	6	5.56807
33	4	5	5.626426
32	4	4	-0.568052
31	4	3	-5.690315
30	4	2	3.3619410000000003
29	4	1	-28.61812
28	3	10	0.663763
27	3	9	-3.520661
26	3	8	-0.551566
25	3	7	8.684822
24	3	6	2.405659
23	3	5	4.105135
22	3	4	15.996070999999999
21	3	3	13.768483999999999
20	3	2	11.667760000000001
19	3	1	12.284723
18	2	13	-0.189675
17	2	12	-1.433461
16	2	11	-0.677383
15	2	10	-2.897779
14	2	9	-3.233848
13	2	8	-3.433261
12	2	7	-3.486676
11	2	6	-3.4722449999999996
10	2	5	-3.273444
9	2	4	-2.821429
8	2	3	-4.092432
7	2	2	-3.592158
6	2	1	-9.459042
5	1	6	1.375311
4	1	5	2.7643560000000003
3	1	4	-2.894606
2	1	3	-1.8126209999999998
1	1	2	18.640837
0	1	1	-5.0303059999999995
