	k	i	s
90	10	6	-2.845293
89	10	5	-1.8369209999999998
88	10	4	-2.1832849999999997
87	10	3	-2.420978
86	10	2	-2.396439
85	10	1	-5.791
84	9	9	-1.4574479999999999
83	9	8	-3.6962949999999997
82	9	7	-4.865011
81	9	6	-3.5396059999999996
80	9	5	-2.417888
79	9	4	-3.692595
78	9	3	2.679329
77	9	2	2.423466
76	9	1	7.38302
75	8	7	4.155990999999999
74	8	6	2.896229
73	8	5	7.539797999999999
72	8	4	8.819643000000001
71	8	3	1.590735
70	8	2	3.011585
69	8	1	2.1394349999999998
68	7	9	-3.6473350000000004
67	7	8	-3.733066
66	7	7	-9.493489
65	7	6	-8.425697
64	7	5	-9.095141
63	7	4	-4.540975
62	7	3	-4.556941
61	7	2	-2.3151699999999997
60	7	1	-2.3079080000000003
59	6	8	0.132615
58	6	7	-0.60297
57	6	6	3.599696
56	6	5	1.4879280000000001
55	6	4	2.700366
54	6	3	3.334175
53	6	2	3.318628
52	6	1	3.013731
51	5	14	0.709021
50	5	13	2.148244
49	5	12	3.21482
48	5	11	3.8151559999999995
47	5	10	2.4590799999999997
46	5	9	2.292666
45	5	8	9.483451
44	5	7	2.7298139999999997
43	5	6	6.1361040000000004
42	5	5	-0.20184099999999994
41	5	4	-2.1264920000000003
40	5	3	-0.191376
39	5	2	1.9844130000000002
38	5	1	5.229805000000001
37	4	9	0.80071
36	4	8	-3.9764
35	4	7	19.2676
34	4	6	-1.471187
33	4	5	0.408193
32	4	4	2.201504
31	4	3	-26.159445
30	4	2	-24.322693
29	4	1	-54.478786
28	3	10	0.473959
27	3	9	13.106710000000001
26	3	8	-5.063701999999999
25	3	7	36.146538
24	3	6	-1.0053159999999999
23	3	5	0.530183
22	3	4	3.7382440000000003
21	3	3	4.350225
20	3	2	3.360286
19	3	1	4.751945
18	2	13	1.638611
17	2	12	4.930791
16	2	11	0.286412
15	2	10	-0.502757
14	2	9	-0.43295500000000003
13	2	8	-0.6562439999999999
12	2	7	-2.321308
11	2	6	-2.628991
10	2	5	-1.952468
9	2	4	-2.102076
8	2	3	-1.7681360000000002
7	2	2	-1.782882
6	2	1	-4.958838
5	1	6	-3.557238
4	1	5	-3.462456
3	1	4	-5.298039
2	1	3	-1.63691
1	1	2	-5.098803
0	1	1	-6.095729
