k	j	i	s	
10	109	6	-3.891028	
10	108	5	0.250270	
10	108	4	-0.229707	
10	107	3	-1.516853	
10	107	2	-1.611344	
10	106	1	-2.722081	
9	106	9	4.686998	
9	105	9	5.543177	
9	104	8	2.169597	
9	104	7	2.236309	
9	103	6	1.079081	
9	103	5	0.868672	
9	102	4	3.102816	
9	102	3	2.695711	
9	101	2	0.116353	
9	101	1	0.871463	
8	101	7	1.599653	
8	100	6	1.377087	
8	99	6	1.045172	
8	98	5	-1.848565	
8	97	5	-7.896708	
8	96	4	-5.100249	
8	95	4	-6.467513	
8	94	3	-7.596358	
8	93	3	-3.718707	
8	92	2	-6.931414	
8	91	2	-3.680938	
8	90	1	-4.900422	
7	90	9	-0.955355	
7	89	9	-4.258497	
7	88	8	-3.765550	
7	87	8	-5.206555	
7	86	7	-1.531891	
7	85	7	2.689447	
7	84	6	5.416166	
7	83	6	3.902523	
7	82	5	5.855998	
7	81	4	3.459714	
7	80	3	11.347148	
7	79	2	8.631022	
7	78	1	9.396248	
6	78	8	6.208951	
6	77	8	3.637675	
6	76	7	0.814595	
6	75	7	-0.001610	
6	74	6	-4.958318	
6	73	6	7.131615	
6	72	5	7.587487	
6	71	5	9.459538	
6	70	4	6.664205	
6	69	4	-0.060204	
6	68	3	5.367103	
6	67	3	2.038816	
6	66	2	5.665835	
6	65	2	4.536854	
6	64	1	7.092348	
5	64	14	9.373849	
5	63	14	7.434869	
5	62	13	6.966898	
5	61	12	7.399192	
5	60	11	6.156224	
5	60	10	6.477681	
5	59	9	6.810848	
5	59	8	6.977962	
5	58	7	17.603943	
5	57	6	13.019317	
5	56	5	14.238142	
5	55	5	9.438460	
5	54	4	10.806786	
5	53	4	12.236405	
5	52	3	6.987189	
5	51	3	7.366075	
5	50	2	2.954975	
5	50	1	2.558584	
4	50	9	-0.136118	
4	49	8	0.893050	
4	49	7	-1.391445	
4	48	6	-3.161759	
4	48	5	-1.907774	
4	47	4	-2.570484	
4	46	3	18.125082	
4	45	2	-2.818257	
4	44	1	19.859032	
3	44	10	9.016568	
3	43	10	6.573360	
3	42	9	21.991840	
3	41	8	3.360893	
3	40	7	7.998273	
3	40	6	1.518778	
3	39	5	-2.614337	
3	39	4	-2.803316	
3	38	3	-6.103233	
3	38	2	-3.733633	
3	37	1	-6.708669	
2	37	13	-4.020452	
2	37	12	-3.986794	
2	36	11	-4.240679	
2	36	10	-5.365233	
2	35	9	-4.590583	
2	35	8	-4.626783	
2	34	7	-3.575886	
2	34	6	-3.460768	
2	33	5	-2.702115	
2	33	4	-2.808981	
2	32	3	-2.802833	
2	32	2	-2.997656	
2	31	1	-7.695395	
1	31	6	-3.271089	
1	30	5	-2.836437	
1	29	4	15.593091	
1	28	3	9.346894	
1	27	3	11.783043	
1	26	2	13.888048	
1	25	2	8.967552	
1	24	1	2.237351	
