k	j	i	s	
10	149	6	-1.266193	
10	149	5	-0.946703	
10	148	4	-1.686007	
10	148	3	-1.567701	
10	147	2	0.828148	
10	147	1	0.839700	
9	147	9	2.159591	
9	146	8	4.265409	
9	145	7	9.460477	
9	144	6	5.826941	
9	143	5	4.059396	
9	143	4	4.263457	
9	142	3	7.149257	
9	141	3	14.784817	
9	140	2	11.912584	
9	139	2	2.685520	
9	139	1	4.459619	
8	139	7	0.724272	
8	138	6	0.983559	
8	137	6	1.616698	
8	136	5	3.775929	
8	135	5	2.713818	
8	134	4	4.494418	
8	133	4	5.171891	
8	132	3	2.705411	
8	131	2	1.569935	
8	131	1	2.088847	
7	131	9	-2.162321	
7	130	8	-2.158882	
7	130	7	-1.750119	
7	129	6	-1.218408	
7	129	5	-0.600996	
7	128	4	0.170885	
7	127	4	-2.665053	
7	126	3	-0.157009	
7	125	3	-3.989289	
7	124	2	-0.664996	
7	123	2	-7.579997	
7	122	1	0.086411	
6	122	8	2.499717	
6	121	8	0.759377	
6	120	7	-0.864083	
6	119	7	-7.488852	
6	118	6	-5.733093	
6	117	6	-5.107076	
6	116	5	-5.065829	
6	115	5	-4.569608	
6	114	4	-2.743284	
6	113	4	-0.533387	
6	112	3	-1.221685	
6	111	3	0.142706	
6	111	2	-1.093462	
6	110	1	-4.049509	
5	110	14	0.763605	
5	109	13	3.121690	
5	108	12	2.102863	
5	107	12	3.420644	
5	106	11	1.460608	
5	106	10	1.389789	
5	105	9	0.977811	
5	105	8	1.101093	
5	104	7	0.855364	
5	104	6	0.883518	
5	103	5	0.308960	
5	103	4	0.244002	
5	102	3	2.115417	
5	101	3	4.132258	
5	100	2	3.616830	
5	99	1	1.494663	
4	99	9	-0.977403	
4	99	8	-2.477784	
4	98	7	-2.268704	
4	98	6	-0.046558	
4	97	5	3.628266	
4	96	4	-0.530027	
4	95	4	-4.053506	
4	94	3	4.653367	
4	93	2	-5.367687	
4	92	1	-1.881239	
3	92	10	0.221844	
3	91	10	5.754912	
3	90	9	20.504457	
3	89	9	5.225464	
3	89	8	4.943028	
3	88	7	7.166362	
3	88	6	1.107254	
3	87	5	-5.104820	
3	87	4	-6.054302	
3	86	3	-3.158839	
3	86	2	-2.926577	
3	85	1	-10.478301	
2	85	13	0.635718	
2	85	12	1.159170	
2	84	11	2.235944	
2	84	10	1.587585	
2	83	9	2.691483	
2	83	8	2.465350	
2	82	7	1.362146	
2	82	6	1.098093	
2	81	5	1.957650	
2	81	4	1.355985	
2	80	3	-1.488502	
2	80	2	-1.954069	
2	79	1	4.407651	
1	79	6	4.897903	
1	79	5	7.485056	
1	78	4	5.266688	
1	77	3	19.919369	
1	76	2	10.348539	
1	75	2	13.576296	
1	74	1	0.171954	
