k	j	i	s	
10	122	6	0.909194	
10	121	5	0.710813	
10	120	4	-0.145380	
10	119	4	-0.472711	
10	118	3	-1.639590	
10	117	3	-0.289789	
10	116	2	0.373580	
10	115	2	0.247407	
10	114	1	1.089061	
9	114	9	3.310165	
9	113	8	0.993670	
9	113	7	1.236754	
9	112	6	1.158092	
9	112	5	1.075204	
9	111	4	0.686795	
9	111	3	0.723106	
9	110	2	3.726237	
9	109	2	2.946381	
9	109	1	4.104974	
8	109	7	1.172827	
8	108	6	2.270762	
8	107	5	1.640910	
8	106	4	4.075603	
8	105	4	4.579300	
8	104	3	5.597831	
8	103	3	5.474584	
8	102	2	4.538404	
8	101	2	2.656672	
8	101	1	3.059935	
7	101	9	0.759367	
7	100	8	1.412042	
7	100	7	1.278729	
7	99	6	4.692711	
7	98	5	7.412915	
7	97	5	4.611434	
7	96	4	5.150645	
7	95	3	11.173092	
7	94	2	10.373425	
7	93	2	9.678650	
7	92	1	8.691115	
6	92	8	-2.743299	
6	91	8	1.257260	
6	90	7	0.190193	
6	89	7	3.810907	
6	88	6	5.668680	
6	87	5	2.652002	
6	86	4	6.502314	
6	85	3	2.301685	
6	84	2	3.183582	
6	84	1	3.072208	
5	84	14	0.645291	
5	83	13	2.257419	
5	83	12	2.493572	
5	82	11	3.559349	
5	81	11	3.090104	
5	80	10	1.336301	
5	80	9	1.334298	
5	79	8	1.823274	
5	79	7	1.956161	
5	78	6	1.866910	
5	78	5	1.805545	
5	77	4	1.931965	
5	77	3	1.985816	
5	76	2	3.914130	
5	75	2	1.883448	
5	75	1	2.052630	
4	75	9	0.289254	
4	74	8	-1.790791	
4	74	7	-0.390790	
4	73	6	1.155352	
4	72	5	6.565684	
4	71	4	6.372608	
4	70	3	2.763555	
4	69	3	10.338605	
4	69	2	-0.341001	
4	68	1	-2.059811	
3	68	10	-3.147074	
3	67	10	2.337783	
3	66	9	4.443493	
3	65	9	30.426117	
3	64	8	2.656098	
3	63	7	33.112320	
3	62	6	4.063562	
3	62	5	3.203737	
3	61	4	4.531227	
3	61	3	1.550943	
3	60	2	1.599275	
3	60	1	-2.657381	
2	60	13	2.848447	
2	59	12	1.649557	
2	59	11	1.479625	
2	58	10	2.868665	
2	58	9	2.776202	
2	57	8	2.880938	
2	57	7	2.494061	
2	56	6	1.372282	
2	56	5	1.401401	
2	55	4	0.348843	
2	55	3	0.888783	
2	54	2	1.781718	
2	54	1	2.582303	
1	54	6	-4.451017	
1	53	5	-3.356968	
1	53	4	-1.974181	
1	52	3	-0.692279	
1	52	2	3.788375	
1	51	1	5.044887	
