	k	i	s
90	10	6	3.9799949999999997
89	10	5	3.735832
88	10	4	7.778169999999999
87	10	3	8.399181
86	10	2	7.828487000000001
85	10	1	2.644934
84	9	9	3.3059529999999997
83	9	8	9.818684
82	9	7	12.495479
81	9	6	20.508481
80	9	5	25.35055
79	9	4	12.784921
78	9	3	14.782107
77	9	2	22.712527
76	9	1	4.322235
75	8	7	5.321145
74	8	6	1.039995
73	8	5	3.080581
72	8	4	8.219566
71	8	3	11.102929
70	8	2	7.578729999999999
69	8	1	0.36141999999999996
68	7	9	-2.513291
67	7	8	-0.957546
66	7	7	1.888172
65	7	6	4.1924209999999995
64	7	5	-0.11398900000000012
63	7	4	-1.1685349999999999
62	7	3	-3.35977
61	7	2	-3.00265
60	7	1	-3.3374
59	6	8	5.932937
58	6	7	2.06301
57	6	6	4.099498
56	6	5	5.681213
55	6	4	9.146643000000001
54	6	3	8.314889
53	6	2	9.342371
52	6	1	4.933013
51	5	14	2.849739
50	5	13	1.0404879999999999
49	5	12	1.26421
48	5	11	8.650026
47	5	10	8.688765
46	5	9	10.978455
45	5	8	16.200243999999998
44	5	7	21.99149
43	5	6	11.537963999999999
42	5	5	5.121131999999999
41	5	4	3.941217
40	5	3	2.018863
39	5	2	4.331995
38	5	1	0.578349
37	4	9	-2.445179
36	4	8	-0.647153
35	4	7	-2.5680650000000003
34	4	6	-12.719244
33	4	5	-7.712219999999999
32	4	4	-3.089884
31	4	3	18.685633
30	4	2	-4.597283
29	4	1	21.314131
28	3	10	-2.8864400000000003
27	3	9	24.430641
26	3	8	0.258152
25	3	7	41.439785
24	3	6	-4.0156670000000005
23	3	5	-9.334370999999999
22	3	4	-1.9356980000000001
21	3	3	-3.842684
20	3	2	0.37432200000000004
19	3	1	0.95836
18	2	13	0.18708699999999998
17	2	12	-0.18398399999999998
16	2	11	-0.20469400000000001
15	2	10	-1.509369
14	2	9	-1.748398
13	2	8	-1.5648229999999999
12	2	7	-1.497311
11	2	6	-0.6094069999999999
10	2	5	-0.44015200000000004
9	2	4	0.09258499999999997
8	2	3	-1.0987449999999999
7	2	2	-0.72836
6	2	1	0.548922
5	1	6	-3.075262
4	1	5	0.4712210000000001
3	1	4	-2.8182259999999997
2	1	3	0.7680619999999996
1	1	2	-0.6372789999999977
0	1	1	-11.916225
