	k	i	s
90	10	6	2.192709
89	10	5	-0.6424
88	10	4	7.569211999999999
87	10	3	10.358296
86	10	2	10.960554
85	10	1	5.144506
84	9	9	6.575284
83	9	8	3.620387
82	9	7	2.127121
81	9	6	9.826336
80	9	5	15.188503
79	9	4	11.868982
78	9	3	9.818192
77	9	2	17.717486
76	9	1	4.985847
75	8	7	6.201644
74	8	6	0.270946
73	8	5	4.750602
72	8	4	2.059542
71	8	3	-1.398218
70	8	2	-1.6023889999999998
69	8	1	-0.196881
68	7	9	-5.611219999999999
67	7	8	-2.106558
66	7	7	-3.7643470000000003
65	7	6	0.391515
64	7	5	-2.1823040000000002
63	7	4	9.86604
62	7	3	7.211564
61	7	2	0.079542
60	7	1	0.691866
59	6	8	-0.9964160000000004
58	6	7	-10.881073
57	6	6	-4.10522
56	6	5	6.719683
55	6	4	13.742215999999999
54	6	3	13.681038
53	6	2	1.669083
52	6	1	2.680165
51	5	14	-0.413375
50	5	13	0.092257
49	5	12	-4.655228999999999
48	5	11	4.140945
47	5	10	8.663539
46	5	9	8.759424
45	5	8	14.477768000000001
44	5	7	22.326566
43	5	6	27.879126999999997
42	5	5	22.488004
41	5	4	16.160480999999997
40	5	3	13.661481
39	5	2	10.245902000000001
38	5	1	-0.7494970000000001
37	4	9	-3.4080790000000003
36	4	8	-0.35955500000000007
35	4	7	-0.554991
34	4	6	-7.986700999999999
33	4	5	-6.43
32	4	4	-0.583486
31	4	3	-13.303989999999999
30	4	2	-6.6379850000000005
29	4	1	-7.988836999999999
28	3	10	2.748981
27	3	9	19.344894
26	3	8	3.9403
25	3	7	22.667009
24	3	6	-3.430395
23	3	5	2.4225060000000003
22	3	4	4.489188
21	3	3	1.009357
20	3	2	11.613069
19	3	1	3.787862
18	2	13	2.416937
17	2	12	1.130072
16	2	11	1.4762959999999998
15	2	10	0.465743
14	2	9	0.71403
13	2	8	0.834992
12	2	7	1.303241
11	2	6	2.192714
10	2	5	2.793648
9	2	4	4.189703
8	2	3	5.304932
7	2	2	2.486126
6	2	1	3.561182
5	1	6	-0.20290899999999998
4	1	5	0.42821800000000004
3	1	4	20.721703
2	1	3	2.220397
1	1	2	20.436157
0	1	1	-5.239408
