	k	i	s
90	10	6	4.3084489999999995
89	10	5	1.849275
88	10	4	3.483723
87	10	3	5.686666000000001
86	10	2	7.542321
85	10	1	3.393693
84	9	9	4.746438
83	9	8	2.254179
82	9	7	-2.37695
81	9	6	-0.367406
80	9	5	6.2931170000000005
79	9	4	11.77355
78	9	3	12.537483
77	9	2	4.982196
76	9	1	-6.6989339999999995
75	8	7	-6.079429
74	8	6	-1.7858779999999999
73	8	5	-2.624645
72	8	4	0.6820810000000002
71	8	3	-1.913376
70	8	2	-4.376998
69	8	1	-3.0844240000000003
68	7	9	-3.745025
67	7	8	-1.31895
66	7	7	-6.981000000000001
65	7	6	0.2363169999999999
64	7	5	2.394333
63	7	4	-2.565882
62	7	3	3.5342090000000006
61	7	2	0.8881799999999993
60	7	1	-6.461119
59	6	8	1.2527559999999998
58	6	7	-3.385707
57	6	6	-13.965402000000001
56	6	5	-3.111447
55	6	4	-2.0078819999999995
54	6	3	10.09877
53	6	2	12.511277
52	6	1	3.249885
51	5	14	4.345397
50	5	13	3.3891279999999995
49	5	12	2.710966
48	5	11	9.689385
47	5	10	12.988629
46	5	9	13.834487
45	5	8	21.998786
44	5	7	25.208633
43	5	6	24.588043
42	5	5	19.948556
41	5	4	11.529963
40	5	3	9.567129
39	5	2	4.323769
38	5	1	-2.103459
37	4	9	-9.223255
36	4	8	-2.4177299999999997
35	4	7	-3.6090720000000003
34	4	6	-7.8724929999999995
33	4	5	-6.312094
32	4	4	-3.189082
31	4	3	13.864748
30	4	2	-5.050059
29	4	1	20.373010999999998
28	3	10	5.412619
27	3	9	20.258426
26	3	8	3.143225
25	3	7	23.795711999999998
24	3	6	-3.725718
23	3	5	-4.217287000000001
22	3	4	-0.655566
21	3	3	-1.264267
20	3	2	-7.728430999999999
19	3	1	-4.032443
18	2	13	1.804364
17	2	12	-0.6095919999999999
16	2	11	1.2261039999999999
15	2	10	1.6035620000000002
14	2	9	0.7203189999999999
13	2	8	0.6293770000000001
12	2	7	0.560933
11	2	6	0.802586
10	2	5	1.515924
9	2	4	3.7738889999999996
8	2	3	6.803051
7	2	2	7.627762000000001
6	2	1	2.776335
5	1	6	-10.29704
4	1	5	-2.9852000000000003
3	1	4	12.896345
2	1	3	-2.045171
1	1	2	11.233874
0	1	1	-4.019191
