k	j	i	s	
10	85	6	2.531677	
10	84	5	-0.716648	
10	84	4	-0.348012	
10	83	3	0.546654	
10	83	2	-0.358438	
10	82	1	-1.676974	
9	82	9	2.983473	
9	81	9	1.177692	
9	81	8	-0.195572	
9	80	7	3.029230	
9	79	7	3.577924	
9	78	6	1.457395	
9	77	6	4.301253	
9	76	5	-3.978274	
9	75	5	-2.420755	
9	74	4	6.260724	
9	73	3	6.190268	
9	72	2	3.803644	
9	71	2	-2.450618	
9	70	1	0.887310	
8	70	7	-8.299935	
8	69	6	-0.743140	
8	68	5	-2.363139	
8	67	4	-0.549460	
8	66	3	-4.801465	
8	65	2	0.818399	
8	64	1	-6.010490	
7	64	9	-2.980047	
7	63	8	-1.167315	
7	63	7	-1.280900	
7	62	6	-2.972086	
7	62	5	-3.152109	
7	61	4	-2.062085	
7	60	3	-0.545447	
7	59	3	-5.283649	
7	58	2	-1.788436	
7	57	2	-1.033885	
7	56	1	-5.426491	
6	56	8	-3.524783	
6	55	8	0.106902	
6	54	7	-3.072895	
6	54	6	-1.915248	
6	53	5	0.069280	
6	53	4	-0.866833	
6	52	3	-1.108954	
6	52	2	-2.316135	
6	51	1	-6.753761	
5	51	14	-2.777119	
5	51	13	-3.244308	
5	50	12	-1.023834	
5	50	11	-0.456985	
5	49	10	-0.808924	
5	49	9	-0.824097	
5	48	8	1.852239	
5	48	7	2.218668	
5	47	6	2.372547	
5	46	5	2.306330	
5	46	4	2.211756	
5	45	3	-0.007352	
5	45	2	0.061815	
5	44	1	-0.062725	
4	44	9	1.853436	
4	44	8	2.536842	
4	43	7	16.502037	
4	42	6	-4.486666	
4	41	5	-0.075566	
4	41	4	1.111702	
4	40	3	-16.887863	
4	40	2	-10.698383	
4	39	1	-34.751133	
3	39	10	0.623632	
3	39	9	2.418941	
3	38	8	-1.754880	
3	38	7	7.252973	
3	37	6	3.146680	
3	37	5	2.858556	
3	36	4	4.259831	
3	35	3	6.909754	
3	34	2	2.087656	
3	34	1	3.104860	
2	34	13	0.137047	
2	33	12	1.332826	
2	33	11	0.876275	
2	32	10	0.078732	
2	32	9	0.034585	
2	31	8	0.233639	
2	31	7	0.397042	
2	30	6	0.682987	
2	30	5	1.093419	
2	29	4	-0.577596	
2	29	3	-0.425558	
2	28	2	-0.949068	
2	28	1	-0.047812	
1	28	6	3.074651	
1	27	5	0.592614	
1	27	4	-1.815046	
1	26	3	1.488658	
1	26	2	0.435197	
1	25	1	0.201577	
