k	j	i	s	
10	124	6	2.524745	
10	123	6	0.101205	
10	122	5	3.495306	
10	121	5	4.517362	
10	120	4	4.774060	
10	119	4	4.692536	
10	118	3	4.820740	
10	117	3	6.610131	
10	116	2	6.668078	
10	115	2	6.418958	
10	114	1	7.737566	
9	114	9	10.629790	
9	113	9	8.276293	
9	112	8	10.724330	
9	111	8	8.209735	
9	110	7	10.299766	
9	109	7	13.395316	
9	108	6	15.880284	
9	107	6	12.365479	
9	106	5	10.020671	
9	105	5	9.577309	
9	104	4	12.655334	
9	103	4	14.004463	
9	102	3	16.822926	
9	101	3	4.202975	
9	100	2	9.015543	
9	99	2	0.191680	
9	98	1	2.414170	
8	98	7	3.697782	
8	97	7	0.118647	
8	96	6	2.069240	
8	95	6	1.410857	
8	94	5	0.063138	
8	93	5	3.113064	
8	92	4	0.187196	
8	91	4	0.099541	
8	90	3	-0.381648	
8	89	3	0.027114	
8	88	2	2.076274	
8	87	2	1.834380	
8	87	1	2.574249	
7	87	9	-0.985252	
7	86	8	-3.482370	
7	86	7	-2.273017	
7	85	6	-8.279159	
7	84	5	-0.220285	
7	83	5	-6.437919	
7	82	4	0.669289	
7	81	4	-11.267916	
7	80	3	-5.723083	
7	79	3	-8.926184	
7	78	2	-2.701428	
7	77	2	-5.204950	
7	76	1	-6.078622	
6	76	8	-1.794080	
6	75	8	1.901962	
6	74	7	5.238795	
6	73	7	-1.018675	
6	72	6	2.485849	
6	71	6	1.398515	
6	70	5	0.942090	
6	69	5	3.777303	
6	68	4	1.745722	
6	67	4	8.598336	
6	66	3	6.898654	
6	65	3	11.109589	
6	64	2	14.154379	
6	63	2	6.661761	
6	63	1	7.668611	
5	63	14	5.199033	
5	62	13	5.144299	
5	62	12	5.394137	
5	61	11	6.788269	
5	61	10	6.807610	
5	60	9	12.976183	
5	59	8	13.432918	
5	58	7	13.206486	
5	57	7	12.016026	
5	56	6	12.419948	
5	55	6	10.585342	
5	54	5	8.174361	
5	53	5	4.467430	
5	52	4	3.893242	
5	51	4	2.833065	
5	50	3	4.874803	
5	49	3	7.099372	
5	48	2	7.338434	
5	47	2	3.037801	
5	47	1	2.874769	
4	47	9	0.109004	
4	46	8	0.152035	
4	46	7	-1.996457	
4	45	6	7.898443	
4	45	5	-8.455555	
4	44	4	0.730845	
4	44	3	4.709439	
4	43	2	-9.172934	
4	42	1	15.595641	
3	42	10	3.084457	
3	41	10	4.530960	
3	40	9	33.202354	
3	39	8	1.857191	
3	38	7	36.250050	
3	37	6	1.771910	
3	36	5	7.177537	
3	35	5	10.831972	
3	34	4	11.938824	
3	33	3	8.118747	
3	32	2	5.801112	
3	32	1	4.878585	
2	32	13	2.208858	
2	31	12	2.591392	
2	31	11	2.600230	
2	30	10	2.027986	
2	30	9	2.132234	
2	29	8	3.278467	
2	29	7	3.759726	
2	28	6	3.953667	
2	28	5	4.389669	
2	27	4	4.149251	
2	27	3	4.997415	
2	26	2	11.600417	
2	25	2	8.912786	
2	24	1	5.771122	
1	24	6	-0.364368	
1	24	5	0.220641	
1	23	4	19.998238	
1	22	3	8.448508	
1	21	3	13.050172	
1	20	2	6.310508	
1	19	2	7.222043	
1	18	1	-3.861114	
