k	j	i	s	
10	139	6	-1.519730	
10	139	5	-1.434746	
10	138	4	-1.187938	
10	138	3	-1.212106	
10	137	2	-1.474338	
10	136	1	-1.866650	
9	136	9	2.065113	
9	136	8	-0.089976	
9	135	7	1.432437	
9	135	6	2.467174	
9	134	5	0.452810	
9	134	4	0.633109	
9	133	3	4.263680	
9	132	2	2.523021	
9	131	2	2.093847	
9	131	1	2.585902	
8	131	7	2.423502	
8	130	6	0.856274	
8	129	5	3.267250	
8	128	4	0.222205	
8	127	4	2.731661	
8	126	3	-0.016846	
8	125	3	0.909511	
8	124	2	0.703767	
8	123	1	0.359616	
7	123	9	-2.411033	
7	123	8	-2.824085	
7	122	7	-1.783911	
7	122	6	-1.441969	
7	121	5	-0.546292	
7	121	4	-2.248437	
7	120	3	-1.230264	
7	120	2	-2.324871	
7	119	1	-1.841437	
6	119	8	-0.525581	
6	119	7	-3.167819	
6	118	6	-1.285828	
6	118	5	-1.126104	
6	117	4	-7.227118	
6	117	3	-6.976181	
6	116	2	0.180936	
6	116	1	0.544156	
5	116	14	1.304071	
5	115	13	-1.014523	
5	115	12	-1.909437	
5	114	11	2.843058	
5	114	10	2.673353	
5	113	9	0.181577	
5	113	8	0.212442	
5	112	7	2.151060	
5	112	6	2.213235	
5	111	5	-1.044637	
5	111	4	-1.013908	
5	110	3	1.080546	
5	110	2	0.911013	
5	109	1	1.423112	
4	109	9	1.552850	
4	109	8	3.589211	
4	108	7	1.268712	
4	108	6	1.502766	
4	107	5	3.481934	
4	106	4	4.527014	
4	105	3	-3.600600	
4	105	2	-4.092511	
4	104	1	-10.615715	
3	104	10	-1.333994	
3	104	9	0.655550	
3	103	8	-5.410007	
3	103	7	0.363371	
3	102	6	-5.834159	
3	101	5	-0.746589	
3	100	4	3.369730	
3	99	3	2.382261	
3	98	2	3.377791	
3	98	1	0.820339	
2	98	13	1.450560	
2	97	12	0.350251	
2	97	11	0.400882	
2	96	10	-1.580911	
2	96	9	-1.695471	
2	95	8	0.537523	
2	95	7	0.566641	
2	94	6	0.335138	
2	94	5	0.376978	
2	93	4	0.420503	
2	93	3	0.697138	
2	92	2	0.103521	
2	92	1	0.947196	
1	92	6	1.763862	
1	91	5	1.496990	
1	91	4	0.302493	
1	90	3	-0.921905	
1	90	2	1.719114	
1	89	1	1.619765	
