k	j	i	s	
10	129	6	-5.105053	
10	128	5	-2.990830	
10	128	4	-3.209752	
10	127	3	-2.688688	
10	127	2	-2.729120	
10	126	1	-7.559647	
9	126	9	-0.486657	
9	126	8	-1.497335	
9	125	7	0.860271	
9	125	6	0.048275	
9	124	5	-1.138481	
9	124	4	-1.029243	
9	123	3	-1.777305	
9	123	2	-2.094102	
9	122	1	-1.802626	
8	122	7	2.722325	
8	121	6	4.092843	
8	120	5	1.459131	
8	119	4	5.312315	
8	118	3	4.347106	
8	117	3	3.965294	
8	116	2	1.594814	
8	116	1	1.196672	
7	116	9	0.984976	
7	115	8	4.975154	
7	114	7	4.682258	
7	113	7	1.125898	
7	112	6	1.471753	
7	111	6	2.223831	
7	110	5	1.226074	
7	109	5	0.583249	
7	109	4	0.336541	
7	108	3	3.651792	
7	107	3	4.960741	
7	106	2	0.788335	
7	105	2	-0.331602	
7	105	1	1.857802	
6	105	8	0.771697	
6	104	7	-2.378656	
6	103	7	10.553867	
6	102	6	7.565156	
6	101	5	6.905293	
6	100	4	5.618330	
6	99	3	7.109869	
6	98	2	6.181387	
6	97	2	1.173568	
6	97	1	2.963762	
5	97	14	-0.620625	
5	96	13	-2.673431	
5	96	12	-2.117135	
5	95	11	-0.420812	
5	95	10	-0.215003	
5	94	9	-0.447481	
5	94	8	-0.171717	
5	93	7	-0.166678	
5	93	6	0.064852	
5	92	5	1.090973	
5	91	4	1.337774	
5	91	3	1.322982	
5	90	2	3.482320	
5	89	2	1.334590	
5	89	1	1.193954	
4	89	9	0.987695	
4	88	8	4.431497	
4	87	7	12.178051	
4	86	6	-2.926847	
4	85	5	-3.255964	
4	85	4	-0.083490	
4	84	3	-16.504440	
4	84	2	-16.463455	
4	83	1	-32.193535	
3	83	10	-0.816640	
3	83	9	2.209920	
3	82	8	1.724435	
3	82	7	0.644750	
3	81	6	3.806104	
3	81	5	3.425028	
3	80	4	0.349435	
3	80	3	1.238446	
3	79	2	5.245879	
3	78	1	2.737601	
2	78	13	-0.745044	
2	78	12	-0.861412	
2	77	11	-1.969113	
2	77	10	-2.799898	
2	76	9	-2.408583	
2	76	8	-2.581188	
2	75	7	-3.274804	
2	75	6	-3.166235	
2	74	5	-1.826474	
2	74	4	-1.264984	
2	73	3	-1.752421	
2	72	2	-0.458903	
2	72	1	0.119917	
1	72	6	-5.899764	
1	71	5	-2.092616	
1	71	4	1.513307	
1	70	3	-21.468616	
1	69	2	4.621967	
1	68	1	-21.481359	
