k	j	i	s	
10	102	6	1.917636	
10	101	5	-0.270917	
10	100	4	2.784487	
10	99	4	-0.423415	
10	98	3	3.176503	
10	97	3	0.646459	
10	96	2	4.739520	
10	95	2	1.302940	
10	95	1	1.404943	
9	95	9	2.023815	
9	94	8	5.706212	
9	93	7	6.373164	
9	92	6	8.195237	
9	91	5	2.645880	
9	91	4	2.214019	
9	90	3	8.788947	
9	89	3	3.868002	
9	88	2	0.652868	
9	88	1	1.974288	
8	88	7	0.642934	
8	87	6	-0.326646	
8	87	5	0.136184	
8	86	4	3.689487	
8	85	4	0.727252	
8	85	3	0.378841	
8	84	2	1.421703	
8	84	1	1.906925	
7	84	9	-0.222196	
7	83	8	-0.366883	
7	83	7	0.169125	
7	82	6	-0.858160	
7	81	6	1.812455	
7	80	5	0.671381	
7	79	5	2.034180	
7	79	4	1.681752	
7	78	3	2.124409	
7	78	2	0.786116	
7	77	1	2.222497	
6	77	8	-0.205143	
6	77	7	-2.647439	
6	76	6	-1.614755	
6	76	5	-1.710222	
6	75	4	-5.093275	
6	75	3	-6.587257	
6	74	2	-1.947435	
6	74	1	-1.975535	
5	74	14	-1.115151	
5	73	13	1.119193	
5	73	12	0.502898	
5	72	11	0.339592	
5	72	10	-0.139532	
5	71	9	0.602672	
5	71	8	0.488261	
5	70	7	0.991731	
5	70	6	0.906425	
5	69	5	-0.000870	
5	69	4	-0.442326	
5	68	3	-0.707421	
5	68	2	-0.641928	
5	67	1	1.543691	
4	67	9	0.515404	
4	67	8	0.031600	
4	66	7	-7.505327	
4	66	6	-7.440973	
4	65	5	-4.411189	
4	65	4	-1.779070	
4	64	3	-0.614295	
4	64	2	-7.415524	
4	63	1	-32.102016	
3	63	10	-5.212540	
3	63	9	-2.728878	
3	62	8	-2.896222	
3	62	7	6.368159	
3	61	6	-0.940401	
3	60	5	1.770832	
3	60	4	-0.011178	
3	59	3	-1.166019	
3	59	2	-1.381597	
3	58	1	-2.326033	
2	58	13	-3.359391	
2	58	12	-3.304079	
2	57	11	-4.337823	
2	57	10	-3.807858	
2	56	9	-3.354794	
2	56	8	-3.935297	
2	55	7	-3.814682	
2	55	6	-3.930833	
2	54	5	-4.548096	
2	54	4	-4.746117	
2	53	3	-3.507250	
2	53	2	-3.136355	
2	52	1	-4.679831	
1	52	6	5.139717	
1	52	5	6.284218	
1	51	4	10.529443	
1	51	3	5.822588	
1	50	2	19.944782	
1	49	2	26.039404	
1	48	1	11.908494	
