k	j	i	s	
10	151	6	-0.313661	
10	151	5	-0.472125	
10	150	4	-0.402558	
10	150	3	-0.170216	
10	149	2	0.098060	
10	149	1	0.390905	
9	149	9	0.322069	
9	148	8	1.429046	
9	148	7	1.735183	
9	147	6	0.909809	
9	146	5	4.586279	
9	145	5	10.227952	
9	144	4	10.915534	
9	143	3	12.273412	
9	142	2	11.188585	
9	141	2	6.073503	
9	141	1	6.216197	
8	141	7	0.230980	
8	140	6	-1.593301	
8	139	5	8.565918	
8	138	4	0.231735	
8	137	4	1.320288	
8	136	3	0.356076	
8	136	2	-0.626995	
8	135	1	0.353076	
7	135	9	-1.390054	
7	135	8	-2.109147	
7	134	7	-2.547172	
7	134	6	-3.952229	
7	133	5	-4.081785	
7	133	4	-2.234803	
7	132	3	-1.277863	
7	132	2	0.462792	
7	131	1	0.331432	
6	131	8	1.798789	
6	130	7	-2.266803	
6	129	7	-0.274418	
6	129	6	-0.644097	
6	128	5	1.826689	
6	127	5	0.275512	
6	126	4	-0.159702	
6	125	4	2.880801	
6	124	3	2.838079	
6	123	3	3.302557	
6	122	2	2.510506	
6	122	1	2.452763	
5	122	14	1.108958	
5	121	13	1.621579	
5	121	12	1.743518	
5	120	11	2.065885	
5	120	10	2.336298	
5	119	9	5.392929	
5	118	8	6.341133	
5	117	8	6.131836	
5	116	7	6.486294	
5	115	6	5.693594	
5	114	5	9.007949	
5	113	4	2.671872	
5	113	3	2.574873	
5	112	2	3.550905	
5	112	1	3.495568	
4	112	9	0.937178	
4	111	8	0.331942	
4	111	7	1.203964	
4	110	6	15.917550	
4	109	6	3.782500	
4	108	5	26.507795	
4	107	4	14.740989	
4	106	3	48.588272	
4	105	2	21.306257	
4	104	1	40.001057	
3	104	10	2.771692	
3	103	10	2.635706	
3	102	9	18.560959	
3	101	8	4.762876	
3	100	7	22.268259	
3	99	7	-6.982526	
3	98	6	-3.093170	
3	97	6	-2.238814	
3	96	5	2.828482	
3	95	5	2.419188	
3	94	4	7.360580	
3	93	4	2.270380	
3	93	3	1.140857	
3	92	2	4.239303	
3	91	2	4.296542	
3	90	1	4.733294	
2	90	13	-0.572201	
2	90	12	-0.216527	
2	89	11	-1.291780	
2	88	10	-0.753314	
2	88	9	-1.036397	
2	87	8	-1.861387	
2	87	7	-1.915884	
2	86	6	-1.255871	
2	86	5	-0.963338	
2	85	4	0.732180	
2	84	3	2.049180	
2	83	3	0.212212	
2	82	2	1.160973	
2	81	2	-2.441130	
2	80	1	-2.647701	
1	80	6	-6.609685	
1	79	6	-2.818742	
1	79	5	-4.404185	
1	78	4	21.964273	
1	77	4	-3.872040	
1	77	3	-4.482942	
1	76	2	22.738985	
1	75	1	-9.683654	
