k	j	i	s	
10	120	6	0.093615	
10	120	5	0.504067	
10	119	4	-0.059055	
10	118	3	4.412865	
10	117	3	2.874467	
10	116	2	1.111485	
10	115	1	0.480077	
9	115	9	1.128210	
9	114	8	0.028847	
9	113	7	3.588269	
9	112	6	4.552757	
9	111	6	6.053155	
9	110	5	1.179940	
9	109	5	3.065167	
9	109	4	2.474179	
9	108	3	3.693563	
9	107	2	6.135184	
9	107	1	2.291705	
8	107	7	-1.885968	
8	106	6	1.353674	
8	106	5	0.986515	
8	105	4	-2.369311	
8	105	3	-3.354461	
8	104	2	-1.531306	
8	104	1	0.094307	
7	104	9	-1.333807	
7	103	8	-3.727609	
7	103	7	-3.138840	
7	102	6	-2.247742	
7	102	5	-1.476034	
7	101	4	-1.357885	
7	101	3	-0.923647	
7	100	2	3.852639	
7	100	1	5.100548	
6	100	8	6.412541	
6	99	7	11.980573	
6	98	6	12.774547	
6	97	5	15.393916	
6	96	4	18.802073	
6	95	3	18.061453	
6	94	2	19.126051	
6	93	2	7.116197	
6	93	1	8.511327	
5	93	14	4.263200	
5	92	13	4.874150	
5	92	12	4.934216	
5	91	11	5.129477	
5	91	10	5.220448	
5	90	9	12.229861	
5	89	9	13.119201	
5	88	8	9.131141	
5	87	7	6.505201	
5	86	6	8.040110	
5	85	6	5.278001	
5	85	5	5.129887	
5	84	4	13.386710	
5	83	4	12.139176	
5	82	3	5.898811	
5	82	2	5.798953	
5	81	1	5.135791	
4	81	9	3.036761	
4	81	8	3.152503	
4	80	7	23.408497	
4	79	7	0.250839	
4	79	6	-2.825868	
4	78	5	4.012503	
4	78	4	0.522338	
4	77	3	-13.980581	
4	77	2	-11.160117	
4	76	1	-56.869652	
3	76	10	1.470472	
3	76	9	10.336351	
3	75	8	-1.855960	
3	74	7	25.584042	
3	73	6	3.314170	
3	72	5	0.522041	
3	72	4	0.102627	
3	71	3	0.001337	
3	71	2	-1.171708	
3	70	1	-1.248212	
2	70	13	5.213769	
2	69	13	8.261623	
2	68	12	3.211807	
2	68	11	3.228705	
2	67	10	9.476103	
2	66	9	7.967326	
2	65	8	4.877621	
2	65	7	4.806449	
2	64	6	4.402827	
2	64	5	4.171443	
2	63	4	4.341692	
2	63	3	4.152571	
2	62	2	4.489075	
2	62	1	4.320433	
1	62	6	2.289521	
1	61	5	5.191233	
1	60	4	24.132927	
1	59	3	6.605674	
1	58	2	23.436380	
1	57	1	4.037522	
