k	j	i	s	
10	155	6	0.913073	
10	154	5	-0.643756	
10	154	4	-0.817262	
10	153	3	0.048147	
10	152	2	-3.394527	
10	151	1	-0.690797	
9	151	9	0.449272	
9	151	8	0.017199	
9	150	7	-0.891730	
9	150	6	-0.041893	
9	149	5	2.093419	
9	148	4	0.647940	
9	147	4	3.238250	
9	146	3	1.404124	
9	145	3	3.317162	
9	144	2	4.489228	
9	143	2	-2.005722	
9	142	1	-5.204926	
8	142	7	-2.322008	
8	141	7	-0.111889	
8	141	6	-1.095298	
8	140	5	2.942921	
8	139	5	0.317548	
8	138	4	0.149725	
8	137	4	-1.649868	
8	136	3	-1.576591	
8	135	3	-2.284246	
8	134	2	-1.585669	
8	133	2	-1.869613	
8	132	1	-1.759009	
7	132	9	2.305382	
7	131	9	1.759815	
7	131	8	0.215379	
7	130	7	0.717215	
7	130	6	0.913285	
7	129	5	-0.062658	
7	129	4	1.367362	
7	128	3	6.595318	
7	127	3	7.686334	
7	126	2	6.754554	
7	125	2	3.014808	
7	124	1	-5.427988	
6	124	8	-5.552652	
6	123	8	2.576818	
6	122	7	-3.216976	
6	121	7	5.713901	
6	120	6	2.254349	
6	119	6	10.985639	
6	118	5	8.619630	
6	117	4	15.742916	
6	116	3	11.554337	
6	115	2	8.183952	
6	115	1	7.758340	
5	115	14	4.189631	
5	114	13	8.108869	
5	113	12	4.586238	
5	113	11	3.714455	
5	112	10	4.560313	
5	112	9	4.475636	
5	111	8	5.283182	
5	111	7	5.326560	
5	110	6	6.245535	
5	110	5	6.280695	
5	109	4	6.533583	
5	109	3	6.595333	
5	108	2	6.401725	
5	108	1	6.551028	
4	108	9	3.148705	
4	107	8	3.981768	
4	107	7	6.462059	
4	106	6	17.323683	
4	105	5	13.564645	
4	104	4	10.891401	
4	103	4	9.075150	
4	102	3	7.735792	
4	101	3	3.454382	
4	101	2	-2.286685	
4	100	1	-1.434514	
3	100	10	3.446715	
3	99	10	-7.255715	
3	98	9	15.831553	
3	97	9	7.062144	
3	97	8	-1.834504	
3	96	7	16.611261	
3	95	7	19.028387	
3	94	6	5.061245	
3	93	5	12.105910	
3	92	4	7.654698	
3	91	3	11.153703	
3	90	2	7.166893	
3	89	2	6.880498	
3	89	1	7.407435	
2	89	13	4.199789	
2	88	12	5.120603	
2	88	11	5.414697	
2	87	10	4.885853	
2	87	9	4.676587	
2	86	8	4.341267	
2	86	7	4.360851	
2	85	6	2.222111	
2	85	5	2.452511	
2	84	4	7.870426	
2	83	3	11.318865	
2	82	2	9.729486	
2	81	2	3.717120	
2	81	1	4.252892	
1	81	6	-0.180428	
1	80	5	-0.284790	
1	80	4	1.556178	
1	79	3	2.227648	
1	78	2	5.121842	
1	77	1	-0.358090	
