k	j	i	s	
10	118	6	-0.523509	
10	118	5	-0.138975	
10	117	4	-0.772481	
10	117	3	-0.684786	
10	116	2	0.058945	
10	115	2	0.087534	
10	115	1	0.163078	
9	115	9	0.197720	
9	114	8	1.278779	
9	114	7	1.733443	
9	113	6	1.582887	
9	112	5	2.560143	
9	111	4	-1.376189	
9	110	3	5.816381	
9	109	3	4.662040	
9	108	2	3.508019	
9	107	2	-0.251836	
9	106	1	-4.941863	
8	106	7	-0.821355	
8	105	7	-1.142406	
8	105	6	-1.509428	
8	104	5	1.215470	
8	103	5	1.903201	
8	102	4	4.279565	
8	101	4	3.377464	
8	100	3	3.122766	
8	99	3	2.151324	
8	98	2	3.108774	
8	97	2	0.505197	
8	97	1	0.993256	
7	97	9	0.588820	
7	96	8	0.189650	
7	95	7	1.089509	
7	94	6	0.225497	
7	94	5	-0.604526	
7	93	4	5.588017	
7	92	3	5.722350	
7	91	3	6.665605	
7	90	2	5.249052	
7	89	2	1.838390	
7	88	1	-2.429775	
6	88	8	-4.101998	
6	87	8	4.574554	
6	86	7	-3.169729	
6	85	7	7.685321	
6	84	6	9.841741	
6	83	6	16.594782	
6	82	5	15.405560	
6	81	4	10.589753	
6	81	3	8.047805	
6	80	2	9.237706	
6	80	1	6.725201	
5	80	14	3.345420	
5	79	13	4.163810	
5	79	12	4.653434	
5	78	11	3.512050	
5	78	10	3.609532	
5	77	9	4.807779	
5	77	8	4.806831	
5	76	7	5.604317	
5	76	6	5.743290	
5	75	5	6.410689	
5	75	4	6.642823	
5	74	3	7.455139	
5	74	2	7.539159	
5	73	1	8.646022	
4	73	9	3.771915	
4	73	8	6.610410	
4	72	7	11.310334	
4	72	6	13.923700	
4	71	5	24.694416	
4	70	4	18.732656	
4	69	3	-0.636311	
4	68	2	12.885104	
4	67	2	-17.003124	
4	66	1	-23.147646	
3	66	10	-8.381313	
3	65	10	-1.864143	
3	64	9	-11.520012	
3	63	9	7.729451	
3	62	8	0.482038	
3	61	7	4.228858	
3	60	6	-2.113810	
3	59	6	-2.886046	
3	58	5	-0.812915	
3	58	4	-0.689703	
3	57	3	1.661029	
3	56	2	2.154748	
3	55	2	2.261925	
3	55	1	1.147451	
2	55	13	2.450194	
2	54	12	0.996813	
2	54	11	0.937629	
2	53	10	1.181175	
2	53	9	0.894825	
2	52	8	-0.181104	
2	52	7	-0.198973	
2	51	6	0.609691	
2	51	5	0.676603	
2	50	4	2.079600	
2	50	3	2.234999	
2	49	2	2.080357	
2	49	1	1.306564	
1	49	6	-1.803663	
1	48	5	3.635783	
1	48	4	8.434599	
1	47	3	-1.028098	
1	46	2	15.409201	
1	45	1	-5.046814	
