k	j	i	s	
10	78	6	-1.720088	
10	77	5	-1.932033	
10	77	4	-1.851840	
10	76	3	-1.664446	
10	76	2	-1.849173	
10	75	1	-5.764225	
9	75	9	-1.787995	
9	74	8	-0.864198	
9	74	7	-1.121085	
9	73	6	-3.356497	
9	73	5	-2.545114	
9	72	4	-1.740185	
9	72	3	-3.948453	
9	71	2	1.475037	
9	71	1	0.754594	
8	71	7	0.412028	
8	70	6	-0.661364	
8	70	5	-2.103909	
8	69	4	-0.560009	
8	69	3	-2.037354	
8	68	2	-1.119566	
8	68	1	-0.697827	
7	68	9	-2.017102	
7	67	8	-3.720658	
7	67	7	-3.897765	
7	66	6	-2.649483	
7	66	5	-3.089539	
7	65	4	-0.855351	
7	65	3	0.283930	
7	64	2	1.435587	
7	64	1	2.915399	
6	64	8	5.502592	
6	63	7	1.737736	
6	63	6	3.496656	
6	62	5	14.951809	
6	61	4	8.982695	
6	60	3	16.656935	
6	59	3	8.197145	
6	58	2	3.757753	
6	58	1	5.833398	
5	58	14	1.787749	
5	57	13	0.879561	
5	57	12	1.333342	
5	56	11	3.475243	
5	56	10	3.815241	
5	55	9	2.180562	
5	55	8	2.509151	
5	54	7	5.521826	
5	53	6	1.827203	
5	52	5	4.662991	
5	51	5	6.659226	
5	50	4	7.782322	
5	49	4	9.647718	
5	48	3	8.667961	
5	47	2	4.006297	
5	47	1	3.888739	
4	47	9	1.352396	
4	46	8	5.752978	
4	45	7	27.624735	
4	44	6	5.580988	
4	43	5	6.378913	
4	43	4	7.514415	
4	42	3	-6.883694	
4	42	2	-8.332106	
4	41	1	-35.898781	
3	41	10	4.406421	
3	41	9	9.486838	
3	40	8	-1.623293	
3	39	7	15.571872	
3	38	6	-0.117718	
3	37	6	3.854204	
3	37	5	3.667205	
3	36	4	1.788735	
3	36	3	1.391369	
3	35	2	1.441450	
3	35	1	-0.770980	
2	35	13	1.529045	
2	34	12	0.434106	
2	34	11	0.286404	
2	33	10	1.309750	
2	33	9	1.344523	
2	32	8	1.060199	
2	32	7	1.182651	
2	31	6	2.450436	
2	31	5	2.858624	
2	30	4	-0.254328	
2	30	3	-0.037816	
2	29	2	1.429491	
2	29	1	2.131817	
1	29	6	-2.034307	
1	28	5	1.362522	
1	28	4	2.373958	
1	27	3	2.107597	
1	26	2	5.710096	
1	25	1	1.257510	
