k	j	i	s	
10	131	6	-0.024198	
10	130	5	0.046099	
10	129	5	2.259002	
10	128	4	1.336379	
10	127	4	1.223356	
10	126	3	-1.061301	
10	125	3	0.562645	
10	124	2	-0.410393	
10	123	2	-0.470640	
10	122	1	-1.528433	
9	122	9	-2.861058	
9	122	8	-2.350675	
9	121	7	-1.781527	
9	120	6	-3.808708	
9	119	6	0.055037	
9	118	5	-0.230506	
9	117	4	0.586640	
9	116	3	1.564141	
9	115	3	2.558671	
9	114	2	4.929447	
9	113	2	-1.403446	
9	112	1	4.103607	
8	112	7	-1.957894	
8	111	7	-3.137494	
8	111	6	-3.154821	
8	110	5	0.879785	
8	109	5	-1.683256	
8	108	4	-1.219391	
8	107	4	-2.331878	
8	106	3	-3.171816	
8	105	3	-1.605539	
8	104	2	-2.543909	
8	103	2	-0.062892	
8	102	1	-3.019807	
7	102	9	0.062277	
7	101	8	1.432476	
7	100	7	1.346596	
7	99	6	1.366994	
7	99	5	1.446387	
7	98	4	4.503555	
7	97	3	8.963722	
7	96	2	5.547913	
7	95	2	4.737623	
7	94	1	1.271118	
6	94	8	-0.412391	
6	93	8	3.450180	
6	92	7	12.271027	
6	91	6	14.268907	
6	90	5	16.110842	
6	89	5	14.846014	
6	88	4	17.866352	
6	87	3	16.869377	
6	86	2	19.903738	
6	85	2	6.654615	
6	85	1	7.944800	
5	85	14	3.531060	
5	84	13	4.034252	
5	84	12	4.556257	
5	83	11	5.807034	
5	83	10	5.960154	
5	82	9	11.581677	
5	81	8	6.187191	
5	80	7	5.130693	
5	79	6	2.600847	
5	79	5	2.424839	
5	78	4	7.123990	
5	77	4	10.130226	
5	76	3	11.755093	
5	75	3	3.436536	
5	75	2	3.399692	
5	74	1	1.420517	
4	74	9	2.906734	
4	74	8	0.473831	
4	73	7	11.719586	
4	72	6	-9.455093	
4	71	5	-0.880668	
4	71	4	-3.246934	
4	70	3	-13.118952	
4	70	2	-12.551112	
4	69	1	-56.080082	
3	69	10	1.038623	
3	69	9	6.008536	
3	68	8	-6.205306	
3	67	7	18.984240	
3	66	6	-0.031660	
3	66	5	1.666644	
3	65	4	2.625526	
3	65	3	1.727211	
3	64	2	3.002713	
3	64	1	1.033660	
2	64	13	4.290928	
2	63	12	3.609189	
2	63	11	3.841757	
2	62	10	5.018623	
2	62	9	4.954117	
2	61	8	4.802168	
2	61	7	4.663271	
2	60	6	5.370365	
2	60	5	5.374746	
2	59	4	5.328678	
2	59	3	5.269215	
2	58	2	5.084834	
2	58	1	4.909873	
1	58	6	4.130415	
1	57	5	7.871161	
1	57	4	9.340383	
1	56	3	22.263351	
1	55	3	22.286516	
1	54	2	17.451450	
1	53	2	6.890133	
1	52	1	3.190333	
