k	j	i	s	
10	94	6	0.026890	
10	93	5	2.127439	
10	92	4	-0.379960	
10	92	3	-0.167464	
10	91	2	1.216528	
10	91	1	1.014341	
9	91	9	0.686149	
9	90	8	1.714416	
9	89	7	0.268850	
9	89	6	0.051643	
9	88	5	-0.153125	
9	88	4	-1.186568	
9	87	3	-1.348690	
9	87	2	-1.791193	
9	86	1	-5.303783	
8	86	7	-1.713934	
8	86	6	-2.132142	
8	85	5	-0.374814	
8	85	4	-0.346598	
8	84	3	0.298422	
8	84	2	0.203597	
8	83	1	0.519305	
7	83	9	2.522847	
7	82	8	1.252112	
7	81	7	1.205835	
7	81	6	1.357743	
7	80	5	4.196499	
7	79	5	4.540253	
7	78	4	6.815425	
7	77	3	9.783731	
7	76	2	6.998906	
7	75	2	0.868490	
7	74	1	1.110309	
6	74	8	-1.028354	
6	73	8	-2.310523	
6	72	7	5.331200	
6	71	7	6.318151	
6	70	6	12.671332	
6	69	6	16.164404	
6	68	5	15.609098	
6	67	4	16.186275	
6	66	3	15.800403	
6	65	3	15.087905	
6	64	2	7.634874	
6	64	1	8.970526	
5	64	14	2.639344	
5	63	13	2.374092	
5	63	12	2.823109	
5	62	11	4.115141	
5	62	10	4.241280	
5	61	9	11.201848	
5	60	8	8.411857	
5	59	8	5.702105	
5	58	7	3.016957	
5	57	6	5.275651	
5	56	5	4.679869	
5	55	4	10.353269	
5	54	3	10.081308	
5	53	2	2.187058	
5	53	1	2.342058	
4	53	9	-0.343591	
4	52	8	7.687725	
4	51	8	8.008060	
4	50	7	-2.717239	
4	50	6	-4.626481	
4	49	5	0.443527	
4	49	4	-3.987656	
4	48	3	-7.936023	
4	48	2	-8.339841	
4	47	1	-57.456997	
3	47	10	0.369130	
3	47	9	5.953736	
3	46	8	1.695991	
3	46	7	12.718434	
3	45	6	3.079308	
3	45	5	2.237707	
3	44	4	7.171222	
3	43	3	4.338978	
3	42	2	4.750094	
3	42	1	4.100666	
2	42	13	4.773832	
2	41	12	4.640938	
2	41	11	4.516553	
2	40	10	4.442022	
2	40	9	3.973353	
2	39	8	4.258475	
2	39	7	4.216455	
2	38	6	4.016007	
2	38	5	4.020685	
2	37	4	3.663246	
2	37	3	3.789227	
2	36	2	2.923100	
2	36	1	2.086379	
1	36	6	-0.124646	
1	35	5	8.454735	
1	35	4	14.846148	
1	34	3	11.484824	
1	33	3	19.900089	
1	32	2	7.791614	
1	31	2	7.834705	
1	30	1	0.431237	
