	k	i	s
90	10	6	-2.630316
89	10	5	-0.7366560000000001
88	10	4	-1.330394
87	10	3	-1.6944169999999998
86	10	2	-1.707648
85	10	1	-3.2929480000000004
84	9	9	-1.179283
83	9	8	-1.75935
82	9	7	-1.7843099999999998
81	9	6	-0.7941630000000001
80	9	5	-0.223379
79	9	4	-1.9201150000000002
78	9	3	-1.401349
77	9	2	-3.133387
76	9	1	-1.243485
75	8	7	-2.3052740000000003
74	8	6	0.315465
73	8	5	-2.7054549999999997
72	8	4	-2.295172
71	8	3	0.533939
70	8	2	0.5496449999999999
69	8	1	-10.680041000000001
68	7	9	-3.8909569999999998
67	7	8	-8.390916999999998
66	7	7	-4.425839
65	7	6	-2.581704
64	7	5	-2.6661900000000003
63	7	4	-2.0762389999999997
62	7	3	-1.0772190000000001
61	7	2	-1.547867
60	7	1	-1.0520479999999999
59	6	8	-0.022627
58	6	7	-0.10403399999999999
57	6	6	0.180564
56	6	5	2.128261
55	6	4	-1.166136
54	6	3	-1.605564
53	6	2	1.165076
52	6	1	0.779482
51	5	14	2.107316
50	5	13	3.0150900000000003
49	5	12	4.994452
48	5	11	1.072683
47	5	10	1.1786860000000001
46	5	9	1.515066
45	5	8	1.7260849999999999
44	5	7	0.299242
43	5	6	0.327756
42	5	5	6.098342
41	5	4	5.769199
40	5	3	5.527982
39	5	2	3.5837070000000004
38	5	1	1.207202
37	4	9	-1.97648
36	4	8	-1.612857
35	4	7	0.163929
34	4	6	3.308875
33	4	5	9.340545
32	4	4	-0.28926199999999996
31	4	3	25.562972
30	4	2	4.596335
29	4	1	9.315209
28	3	10	0.021908
27	3	9	21.01908
26	3	8	1.5321200000000001
25	3	7	22.111686
24	3	6	1.2099010000000001
23	3	5	-0.323546
22	3	4	1.314352
21	3	3	0.697179
20	3	2	6.804829
19	3	1	2.256585
18	2	13	-0.184273
17	2	12	-0.579216
16	2	11	-0.68207
15	2	10	-0.902767
14	2	9	-1.344483
13	2	8	-1.6874650000000002
12	2	7	-2.4220029999999997
11	2	6	-2.472743
10	2	5	-2.341533
9	2	4	-1.928423
8	2	3	-1.7196529999999999
7	2	2	-1.1900819999999999
6	2	1	-4.7073480000000005
5	1	6	0.094427
4	1	5	1.106392
3	1	4	0.429361
2	1	3	0.27917
1	1	2	10.230511
0	1	1	1.0538100000000001
