	k	i	s
90	10	6	2.344842
89	10	5	-1.297218
88	10	4	-2.986207
87	10	3	0.920161
86	10	2	0.625084
85	10	1	-3.865042
84	9	9	-1.973216
83	9	8	-0.818711
82	9	7	2.1356479999999998
81	9	6	-1.165704
80	9	5	-1.0004959999999998
79	9	4	-0.724445
78	9	3	-1.612624
77	9	2	-6.546117000000001
76	9	1	-7.257561999999999
75	8	7	-4.701335
74	8	6	-4.9626529999999995
73	8	5	-3.4516620000000002
72	8	4	-2.703425
71	8	3	-1.691573
70	8	2	-2.022904
69	8	1	-7.272531
68	7	9	-0.637912
67	7	8	-4.157374
66	7	7	-2.176989
65	7	6	-2.194322
64	7	5	-2.053829
63	7	4	-1.7824790000000001
62	7	3	2.5979200000000002
61	7	2	-2.7547129999999997
60	7	1	-3.773223
59	6	8	-4.561959000000001
58	6	7	-10.594132
57	6	6	7.900605999999999
56	6	5	2.689545
55	6	4	6.197655
54	6	3	4.102084
53	6	2	5.156321
52	6	1	3.193635
51	5	14	2.274188
50	5	13	3.196365
49	5	12	3.5414440000000003
48	5	11	2.90678
47	5	10	3.001474
46	5	9	3.174557
45	5	8	3.3612019999999996
44	5	7	3.8377839999999996
43	5	6	3.8694589999999995
42	5	5	12.135199
41	5	4	3.77619
40	5	3	3.48375
39	5	2	3.406028
38	5	1	5.609272
37	4	9	-0.985302
36	4	8	-0.870133
35	4	7	7.636889999999999
34	4	6	6.7568839999999994
33	4	5	10.840055
32	4	4	17.351986
31	4	3	5.945701000000001
30	4	2	45.207300000000004
29	4	1	14.331757000000001
28	3	10	-2.702941
27	3	9	8.256639
26	3	8	-2.699447
25	3	7	13.560222
24	3	6	-2.254784
23	3	5	2.61875
22	3	4	0.851018
21	3	3	1.695713
20	3	2	-0.1981
19	3	1	1.864799
18	2	13	-3.658758
17	2	12	-3.4899480000000005
16	2	11	-4.303393
15	2	10	-5.5020809999999996
14	2	9	-4.65155
13	2	8	-5.080801999999999
12	2	7	-5.259671
11	2	6	-5.3300849999999995
10	2	5	-5.620711
9	2	4	-5.364779
8	2	3	-5.571937999999999
7	2	2	-5.261279
6	2	1	-12.30183
5	1	6	1.7932
4	1	5	0.967148
3	1	4	21.803398
2	1	3	-2.74999
1	1	2	21.863409
0	1	1	-1.969829
