	k	i	s
90	10	6	-3.725443
89	10	5	-1.520184
88	10	4	-2.362031
87	10	3	-2.314508
86	10	2	-2.895692
85	10	1	-5.321482
84	9	9	-1.135472
83	9	8	-1.595535
82	9	7	-3.013587
81	9	6	-2.5191529999999998
80	9	5	-1.411317
79	9	4	-1.567741
78	9	3	-1.222867
77	9	2	-1.0194299999999998
76	9	1	-1.60873
75	8	7	3.178454
74	8	6	1.1708450000000001
73	8	5	1.0378479999999999
72	8	4	7.317925999999999
71	8	3	15.38804
70	8	2	16.861175
69	8	1	5.574739
68	7	9	-0.6551710000000001
67	7	8	-3.945133
66	7	7	3.4159100000000002
65	7	6	3.193457
64	7	5	1.6872200000000002
63	7	4	1.010799
62	7	3	9.944295
61	7	2	1.341592
60	7	1	-8.241055000000001
59	6	8	0.10436500000000004
58	6	7	1.2685389999999999
57	6	6	4.5632220000000006
56	6	5	-1.164952
55	6	4	4.572478
54	6	3	0.046443
53	6	2	2.952999
52	6	1	1.1135620000000002
51	5	14	-1.5031219999999998
50	5	13	0.377208
49	5	12	1.357487
48	5	11	0.617495
47	5	10	0.906266
46	5	9	0.004331000000000001
45	5	8	0.182078
44	5	7	0.7698229999999999
43	5	6	0.870907
42	5	5	3.4536510000000002
41	5	4	2.488093
40	5	3	2.2357080000000003
39	5	2	2.495053
38	5	1	1.048549
37	4	9	-2.2845470000000003
36	4	8	-2.3543529999999997
35	4	7	9.794505000000001
34	4	6	4.290407
33	4	5	-1.5303319999999987
32	4	4	-12.968824
31	4	3	3.1164080000000003
30	4	2	8.193896
29	4	1	7.888657000000001
28	3	10	-13.431352
27	3	9	12.30446
26	3	8	3.3860989999999997
25	3	7	14.891463
24	3	6	-1.6153629999999999
23	3	5	-0.108643
22	3	4	4.166063
21	3	3	4.479341
20	3	2	6.055246
19	3	1	1.178091
18	2	13	-0.203733
17	2	12	-0.373775
16	2	11	-0.369954
15	2	10	-1.144839
14	2	9	-1.352035
13	2	8	-0.808667
12	2	7	-0.679898
11	2	6	-0.5120979999999999
10	2	5	-0.240454
9	2	4	-1.3051700000000002
8	2	3	0.064812
7	2	2	-0.925652
6	2	1	-2.662905
5	1	6	0.6995899999999999
4	1	5	0.74858
3	1	4	18.720125
2	1	3	6.509402
1	1	2	23.722170000000002
0	1	1	6.897225
