	k	i	s
90	10	6	-1.510095
89	10	5	0.33983
88	10	4	0.11773199999999999
87	10	3	0.176714
86	10	2	0.11715
85	10	1	-1.183567
84	9	9	-1.015047
83	9	8	-0.572809
82	9	7	-2.099589
81	9	6	-1.576128
80	9	5	-2.762421
79	9	4	1.296292
78	9	3	4.441167
77	9	2	2.399116
76	9	1	2.0299099999999997
75	8	7	-1.9013639999999998
74	8	6	0.55276
73	8	5	0.406035
72	8	4	-2.72883
71	8	3	-2.656445
70	8	2	-0.5205960000000001
69	8	1	-4.881714
68	7	9	-1.6789779999999999
67	7	8	-2.906101
66	7	7	-2.123037
65	7	6	-2.080066
64	7	5	-3.472646
63	7	4	-4.917776
62	7	3	-3.26373
61	7	2	2.136016
60	7	1	1.2835590000000001
59	6	8	-4.5995870000000005
58	6	7	-1.8406790000000002
57	6	6	-1.507966
56	6	5	-2.465736
55	6	4	-2.973127
54	6	3	-2.6627509999999996
53	6	2	-3.258666
52	6	1	-5.746607
51	5	14	-3.527724
50	5	13	-0.7158060000000002
49	5	12	0.378614
48	5	11	4.174061
47	5	10	10.899427
46	5	9	13.771756
45	5	8	16.927188
44	5	7	13.548760999999999
43	5	6	4.878417
42	5	5	16.50136
41	5	4	3.113337
40	5	3	3.08427
39	5	2	2.7220009999999997
38	5	1	2.951711
37	4	9	-1.09541
36	4	8	0.095263
35	4	7	1.182966
34	4	6	-1.113377
33	4	5	5.905837999999999
32	4	4	-1.693609
31	4	3	16.08408
30	4	2	8.743119
29	4	1	8.660043
28	3	10	-5.833908
27	3	9	6.978783999999999
26	3	8	-6.309439
25	3	7	16.886352
24	3	6	-0.621834
23	3	5	-6.875989000000001
22	3	4	-7.072024000000001
21	3	3	-5.305854
20	3	2	-1.5634040000000002
19	3	1	-0.936557
18	2	13	-1.355452
17	2	12	-2.447861
16	2	11	-3.1254459999999997
15	2	10	-3.029488
14	2	9	-3.121106
13	2	8	-3.224163
12	2	7	-2.30593
11	2	6	-2.280302
10	2	5	-1.9404560000000002
9	2	4	-1.7447869999999999
8	2	3	-0.8489479999999999
7	2	2	-0.407882
6	2	1	-1.911814
5	1	6	-1.037807
4	1	5	-1.37049
3	1	4	3.662865
2	1	3	13.17631
1	1	2	17.898609
0	1	1	-0.805914
