	k	i	s
90	10	6	0.5042909999999999
89	10	5	0.091883
88	10	4	-0.642825
87	10	3	-0.676457
86	10	2	0.019161
85	10	1	-0.08842799999999999
84	9	9	-0.8812270000000001
83	9	8	-1.808907
82	9	7	-0.8951870000000001
81	9	6	-1.96193
80	9	5	0.776079
79	9	4	-0.093113
78	9	3	-4.773931
77	9	2	0.35925
76	9	1	0.009975
75	8	7	-5.530125
74	8	6	-1.297159
73	8	5	-0.09898
72	8	4	-4.200648
71	8	3	-4.279446
70	8	2	-5.201857
69	8	1	-12.816607000000001
68	7	9	-1.200221
67	7	8	-0.8736
66	7	7	-2.196064
65	7	6	-1.146874
64	7	5	-1.065403
63	7	4	-1.6753919999999998
62	7	3	-3.4075849999999996
61	7	2	0.23059000000000002
60	7	1	0.610345
59	6	8	-2.210142
58	6	7	-1.22596
57	6	6	-1.276169
56	6	5	-1.746441
55	6	4	-0.347986
54	6	3	-1.6758849999999998
53	6	2	-1.103067
52	6	1	-1.884882
51	5	14	-0.349887
50	5	13	4.6590489999999996
49	5	12	3.083165
48	5	11	-0.164963
47	5	10	-0.073706
46	5	9	-0.861318
45	5	8	0.802521
44	5	7	4.209946
43	5	6	6.807197
42	5	5	5.005509
41	5	4	5.9027270000000005
40	5	3	1.229955
39	5	2	-0.829541
38	5	1	-2.3738029999999997
37	4	9	-3.2900150000000004
36	4	8	-2.107773
35	4	7	-4.4561589999999995
34	4	6	-2.936603
33	4	5	8.363108
32	4	4	5.638758999999999
31	4	3	2.58176
30	4	2	11.728844
29	4	1	10.178951
28	3	10	-0.663185
27	3	9	27.361401
26	3	8	1.456711
25	3	7	21.970711
24	3	6	-3.7214
23	3	5	1.6281730000000005
22	3	4	7.0870049999999996
21	3	3	1.274571
20	3	2	5.146227
19	3	1	3.548031
18	2	13	0.316152
17	2	12	-0.675945
16	2	11	0.113506
15	2	10	-0.9279209999999999
14	2	9	-0.653699
13	2	8	-0.8229780000000001
12	2	7	-1.080539
11	2	6	-0.944522
10	2	5	-0.303797
9	2	4	-0.21356999999999998
8	2	3	-0.398629
7	2	2	-0.207341
6	2	1	1.6101239999999999
5	1	6	-0.437453
4	1	5	-0.9061739999999999
3	1	4	21.112322
2	1	3	7.066736
1	1	2	22.741589
0	1	1	3.7773589999999997
