	k	i	s
90	10	6	-0.756631
89	10	5	-0.662737
88	10	4	-0.566315
87	10	3	-0.7002109999999999
86	10	2	-1.586123
85	10	1	-1.298175
84	9	9	-0.126724
83	9	8	-1.839187
82	9	7	-2.131094
81	9	6	-1.269788
80	9	5	-1.267111
79	9	4	-1.411784
78	9	3	-1.489076
77	9	2	1.83855
76	9	1	1.849916
75	8	7	1.443273
74	8	6	0.05628300000000001
73	8	5	-1.41041
72	8	4	-5.495951
71	8	3	0.3929199999999998
70	8	2	4.036605
69	8	1	2.125314
68	7	9	-1.663534
67	7	8	-4.012291
66	7	7	-3.175424
65	7	6	-1.5570110000000001
64	7	5	-0.506124
63	7	4	-1.453956
62	7	3	3.458183
61	7	2	-1.5389150000000003
60	7	1	-6.276708999999999
59	6	8	-8.573205999999999
58	6	7	-4.504601999999999
57	6	6	-3.8620129999999997
56	6	5	-1.159977
55	6	4	-3.426945
54	6	3	-1.515448
53	6	2	-1.0884129999999999
52	6	1	-4.716506
51	5	14	4.7031019999999994
50	5	13	-0.9749359999999997
49	5	12	5.279109999999999
48	5	11	8.59527
47	5	10	5.865936
46	5	9	4.164281
45	5	8	4.904026
44	5	7	13.076604
43	5	6	14.788641000000002
42	5	5	14.393447
41	5	4	11.338534
40	5	3	8.725437
39	5	2	2.147031
38	5	1	2.126617
37	4	9	-1.095015
36	4	8	-0.47173000000000004
35	4	7	0.907275
34	4	6	5.761762999999999
33	4	5	17.043318
32	4	4	9.701808999999999
31	4	3	42.617451
30	4	2	24.990372
29	4	1	25.235167
28	3	10	0.66355
27	3	9	8.668767999999996
26	3	8	0.369233
25	3	7	31.643599
24	3	6	-1.2387970000000001
23	3	5	7.206708000000001
22	3	4	5.817236
21	3	3	6.874498
20	3	2	8.078009999999999
19	3	1	3.419117
18	2	13	-1.3219
17	2	12	-1.0617459999999999
16	2	11	-2.131055
15	2	10	-1.901543
14	2	9	-2.126804
13	2	8	-1.9479669999999998
12	2	7	-1.897404
11	2	6	-1.00725
10	2	5	-0.84075
9	2	4	-0.32734800000000003
8	2	3	-0.15304
7	2	2	1.061957
6	2	1	-0.9389559999999999
5	1	6	-1.54152
4	1	5	-1.397789
3	1	4	-1.709968
2	1	3	19.595512999999997
1	1	2	19.646836
0	1	1	-3.0635369999999997
