	k	i	s
90	10	6	0.032799
89	10	5	0.092566
88	10	4	0.167533
87	10	3	3.013862
86	10	2	5.002481
85	10	1	1.0293700000000001
84	9	9	-1.206867
83	9	8	0.185346
82	9	7	0.718413
81	9	6	1.528534
80	9	5	3.498935
79	9	4	0.34067
78	9	3	3.786398
77	9	2	2.5686150000000003
76	9	1	2.669837
75	8	7	-0.47606099999999996
74	8	6	-4.815827
73	8	5	-1.64874
72	8	4	-1.477336
71	8	3	-3.446047
70	8	2	-3.7656059999999996
69	8	1	-6.57896
68	7	9	-0.063565
67	7	8	-1.8504029999999998
66	7	7	-3.4379739999999996
65	7	6	0.613577
64	7	5	1.8429810000000002
63	7	4	-3.106496
62	7	3	-2.278315
61	7	2	-0.220271
60	7	1	0.48779799999999995
59	6	8	-1.575375
58	6	7	-0.9911459999999999
57	6	6	7.130619
56	6	5	-0.842945
55	6	4	0.49751599999999996
54	6	3	-0.613935
53	6	2	-0.378805
52	6	1	-1.632954
51	5	14	0.196046
50	5	13	1.8488419999999999
49	5	12	1.08559
48	5	11	0.9600709999999999
47	5	10	2.071825
46	5	9	2.190662
45	5	8	4.359004
44	5	7	5.548903
43	5	6	5.295506
42	5	5	5.660356
41	5	4	5.033901999999999
40	5	3	5.200728
39	5	2	6.137358000000001
38	5	1	1.8506900000000002
37	4	9	-1.646109
36	4	8	2.19619
35	4	7	6.725453
34	4	6	4.508383
33	4	5	27.01313
32	4	4	8.887373
31	4	3	48.054707
30	4	2	19.822193
29	4	1	47.729229
28	3	10	-7.795623
27	3	9	15.445818
26	3	8	-7.426857000000001
25	3	7	4.441545999999999
24	3	6	-10.842861
23	3	5	5.86024
22	3	4	9.626142999999999
21	3	3	2.584172
20	3	2	9.610259
19	3	1	3.826378
18	2	13	0.496059
17	2	12	-0.6544399999999999
16	2	11	-0.756562
15	2	10	-1.238991
14	2	9	-1.470346
13	2	8	-2.19516
12	2	7	-2.045022
11	2	6	-1.552845
10	2	5	-1.330703
9	2	4	-1.623751
8	2	3	-1.317663
7	2	2	-4.63844
6	2	1	-3.060083
5	1	6	-2.519551
4	1	5	-1.220269
3	1	4	10.343966
2	1	3	8.673413
1	1	2	25.423059000000002
0	1	1	-5.082775
