	k	i	s
90	10	6	-0.263876
89	10	5	-0.250064
88	10	4	-1.2592860000000001
87	10	3	-0.924834
86	10	2	-0.845726
85	10	1	-0.01123
84	9	9	-0.423442
83	9	8	-0.9680629999999999
82	9	7	-0.738384
81	9	6	-0.903091
80	9	5	-0.602442
79	9	4	-0.08380800000000001
78	9	3	3.031987
77	9	2	7.555591000000001
76	9	1	6.763114
75	8	7	-2.359049
74	8	6	-2.060659
73	8	5	-2.837727
72	8	4	-2.926068
71	8	3	-4.7385
70	8	2	-4.548064
69	8	1	-10.853114
68	7	9	-2.499578
67	7	8	-1.96315
66	7	7	-2.835038
65	7	6	-3.138144
64	7	5	-2.813576
63	7	4	-2.639596
62	7	3	-2.98738
61	7	2	-2.113355
60	7	1	-1.3213540000000001
59	6	8	-1.050273
58	6	7	2.874192
57	6	6	6.6422
56	6	5	4.717641
55	6	4	1.545693
54	6	3	-0.27261599999999997
53	6	2	0.412293
52	6	1	-0.828875
51	5	14	0.842614
50	5	13	4.043314
49	5	12	4.2582510000000005
48	5	11	4.156897
47	5	10	4.011701
46	5	9	1.485442
45	5	8	1.6160649999999999
44	5	7	1.26759
43	5	6	1.361715
42	5	5	5.842045
41	5	4	8.53335
40	5	3	7.924569999999999
39	5	2	4.199324
38	5	1	0.8547899999999999
37	4	9	-2.485098
36	4	8	-2.1757310000000003
35	4	7	-2.1583759999999996
34	4	6	0.667488
33	4	5	3.03218
32	4	4	-12.647712
31	4	3	8.63798
30	4	2	-4.346143
29	4	1	11.034754
28	3	10	-8.220979
27	3	9	8.456323999999999
26	3	8	-3.3448589999999996
25	3	7	10.888329
24	3	6	-3.876723
23	3	5	7.97865
22	3	4	16.914774
21	3	3	7.664585000000001
20	3	2	1.595957
19	3	1	4.342861
18	2	13	-0.30337800000000004
17	2	12	-0.30141999999999997
16	2	11	-0.46662200000000004
15	2	10	-1.328859
14	2	9	-1.577524
13	2	8	-2.025487
12	2	7	-1.9545419999999998
11	2	6	-1.7276619999999998
10	2	5	-1.491488
9	2	4	-0.840435
8	2	3	-0.32142800000000005
7	2	2	-2.3136810000000003
6	2	1	-4.7632080000000006
5	1	6	1.330963
4	1	5	1.5236290000000001
3	1	4	6.871019
2	1	3	13.234035
1	1	2	19.396109
0	1	1	-0.099365
