	k	i	s
90	10	6	1.512597
89	10	5	0.05779
88	10	4	-0.7973100000000001
87	10	3	-1.030624
86	10	2	1.7802879999999999
85	10	1	0.789212
84	9	9	-0.755123
83	9	8	-1.274093
82	9	7	-0.178465
81	9	6	-2.840881
80	9	5	6.802303
79	9	4	-2.905175
78	9	3	3.172692
77	9	2	-6.817189
76	9	1	-7.050856
75	8	7	-3.7210970000000003
74	8	6	-6.30439
73	8	5	-2.840468
72	8	4	-3.60503
71	8	3	-4.81917
70	8	2	-6.271059999999999
69	8	1	-12.996431
68	7	9	-0.928041
67	7	8	-1.587375
66	7	7	-0.60168
65	7	6	-0.194876
64	7	5	-2.12175
63	7	4	-3.7640309999999997
62	7	3	0.746586
61	7	2	0.42491999999999996
60	7	1	-9.556961
59	6	8	-1.757422
58	6	7	-1.292533
57	6	6	8.182163000000001
56	6	5	-0.8529760000000001
55	6	4	3.937328
54	6	3	2.83377
53	6	2	3.64574
52	6	1	2.4643650000000004
51	5	14	-0.16583
50	5	13	1.64113
49	5	12	1.8631529999999998
48	5	11	2.541136
47	5	10	2.9268400000000003
46	5	9	1.47719
45	5	8	1.730291
44	5	7	0.973764
43	5	6	0.942996
42	5	5	1.5752059999999999
41	5	4	1.594942
40	5	3	3.6563499999999998
39	5	2	-1.76589
38	5	1	-4.635922
37	4	9	-3.3203669999999996
36	4	8	-2.3578040000000002
35	4	7	-0.8208610000000001
34	4	6	-0.241365
33	4	5	1.0675670000000004
32	4	4	-34.847726
31	4	3	5.601071
30	4	2	-0.22099499999999997
29	4	1	7.857432000000001
28	3	10	-7.768417
27	3	9	25.298916000000002
26	3	8	-0.687762
25	3	7	26.397545
24	3	6	4.913861
23	3	5	4.860466000000001
22	3	4	3.226425
21	3	3	4.637428
20	3	2	3.528631
19	3	1	4.937835
18	2	13	-0.48585900000000004
17	2	12	0.399946
16	2	11	-2.4125669999999997
15	2	10	-2.068768
14	2	9	-1.002056
13	2	8	-1.088562
12	2	7	-1.324188
11	2	6	-1.323146
10	2	5	-1.348519
9	2	4	-1.072445
8	2	3	-3.253191
7	2	2	-2.821634
6	2	1	-1.099607
5	1	6	0.09884
4	1	5	-1.213913
3	1	4	2.948059
2	1	3	5.07904
1	1	2	10.204331
0	1	1	0.31811799999999996
