	k	i	s
90	10	6	-0.257454
89	10	5	-0.4933
88	10	4	-0.14110699999999998
87	10	3	0.132699
86	10	2	0.626139
85	10	1	0.82495
84	9	9	1.1298540000000001
83	9	8	0.664995
82	9	7	1.274083
81	9	6	-0.430234
80	9	5	2.0116620000000003
79	9	4	1.3131629999999999
78	9	3	11.993675999999999
77	9	2	-5.351864
76	9	1	-8.874784
75	8	7	-2.652399
74	8	6	-3.6545620000000003
73	8	5	-1.819552
72	8	4	-3.134578
71	8	3	-5.051702
70	8	2	-5.593471
69	8	1	-12.410394
68	7	9	-0.691862
67	7	8	-1.531778
66	7	7	-2.676218
65	7	6	-3.2863089999999997
64	7	5	-3.10829
63	7	4	-1.939055
62	7	3	-2.109971
61	7	2	-2.179084
60	7	1	-1.594134
59	6	8	-2.666759
58	6	7	-2.6019349999999997
57	6	6	-2.411449
56	6	5	-1.580608
55	6	4	-0.9559790000000001
54	6	3	-0.486979
53	6	2	0.35379099999999997
52	6	1	-0.404388
51	5	14	1.035302
50	5	13	4.183001
49	5	12	5.14069
48	5	11	2.522528
47	5	10	2.59868
46	5	9	3.165795
45	5	8	3.287662
44	5	7	3.955464
43	5	6	4.0861279999999995
42	5	5	6.396614
41	5	4	7.22519
40	5	3	17.695164000000002
39	5	2	7.824097999999999
38	5	1	5.646804
37	4	9	-0.057343
36	4	8	-0.05243
35	4	7	5.005742
34	4	6	3.1617509999999998
33	4	5	11.382076
32	4	4	-4.353311
31	4	3	16.866954999999997
30	4	2	7.492201
29	4	1	16.729136999999998
28	3	10	-1.399762
27	3	9	17.955963
26	3	8	5.3553120000000005
25	3	7	13.007282999999997
24	3	6	-10.072572000000001
23	3	5	3.5583549999999997
22	3	4	2.825218
21	3	3	5.255729
20	3	2	5.978538
19	3	1	2.295734
18	2	13	-2.5535069999999997
17	2	12	-2.109369
16	2	11	-2.118625
15	2	10	-3.243719
14	2	9	-4.014081
13	2	8	-4.144341000000001
12	2	7	-3.504996
11	2	6	-3.510814
10	2	5	-3.55885
9	2	4	-3.263049
8	2	3	-1.767812
7	2	2	-1.423155
6	2	1	-5.995869
5	1	6	-1.320322
4	1	5	-1.146018
3	1	4	-3.69668
2	1	3	3.284574000000001
1	1	2	11.048189
0	1	1	-8.778906
