	k	i	s
90	10	6	0.301359
89	10	5	0.517426
88	10	4	-0.5193810000000001
87	10	3	-0.910357
86	10	2	-0.038278
85	10	1	-0.092949
84	9	9	-1.214244
83	9	8	0.38003400000000004
82	9	7	0.372264
81	9	6	1.6053959999999998
80	9	5	2.21881
79	9	4	0.637353
78	9	3	1.14614
77	9	2	3.661547
76	9	1	-2.3854490000000004
75	8	7	-3.824036
74	8	6	-2.198563
73	8	5	-7.276654
72	8	4	-3.73044
71	8	3	2.6929700000000003
70	8	2	4.7786729999999995
69	8	1	1.571393
68	7	9	0.64089
67	7	8	-0.016031
66	7	7	0.002489
65	7	6	3.0638080000000003
64	7	5	6.189363
63	7	4	1.9469889999999999
62	7	3	19.769557
61	7	2	11.600877
60	7	1	-5.549065000000001
59	6	8	-11.412077
58	6	7	-11.909531999999999
57	6	6	-20.306842
56	6	5	-2.735986
55	6	4	-3.5573099999999998
54	6	3	-3.404523
53	6	2	-3.7082580000000003
52	6	1	-3.3075690000000004
51	5	14	1.335203
50	5	13	0.22826600000000008
49	5	12	0.919612
48	5	11	0.6222439999999999
47	5	10	0.227852
46	5	9	0.212986
45	5	8	0.6863239999999999
44	5	7	0.9506600000000001
43	5	6	0.969195
42	5	5	5.046363
41	5	4	2.989386
40	5	3	2.4389279999999998
39	5	2	1.938952
38	5	1	0.644331
37	4	9	-2.9559919999999997
36	4	8	-3.159748
35	4	7	10.2967
34	4	6	3.180943
33	4	5	18.929983
32	4	4	-3.103623
31	4	3	7.711453000000001
30	4	2	-1.224273
29	4	1	12.274028
28	3	10	-3.4041620000000004
27	3	9	6.133692
26	3	8	1.006214
25	3	7	11.699037
24	3	6	-1.173604
23	3	5	-0.209958
22	3	4	0.45856
21	3	3	0.8299219999999999
20	3	2	-1.518566
19	3	1	-2.223157
18	2	13	0.6763520000000001
17	2	12	1.690998
16	2	11	0.221627
15	2	10	-0.841986
14	2	9	-0.5342
13	2	8	-1.045992
12	2	7	-1.1673930000000001
11	2	6	-1.64965
10	2	5	-1.600798
9	2	4	-4.061466
8	2	3	-3.815999
7	2	2	-0.718787
6	2	1	-0.748158
5	1	6	-3.4992349999999997
4	1	5	-3.531113
3	1	4	19.564396
2	1	3	3.9176949999999997
1	1	2	26.257248
0	1	1	9.470991
